,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79,FM_80,Labels
0,1.0,0.9996696753703544,0.9837106793444723,0.9779078933918924,0.9851711346912293,0.9906576149673485,0.9848684729809667,0.9952691724247382,0.9946779266286222,0.9975442776622838,0.9912701808821781,0.9825998936083034,0.9986405188341195,1.0,0.9996696753703544,0.9996696753703544,0.9996696753703544,1.0,0.9964364018826664,0.9929188118833814,0.9929188118833814,0.9964364018826664,0.9925845666516899,0.9994096464860897,0.9994096464860897,0.9763994669601913,0.9992936938577593,0.9745683331519034,0.9996696753703544,0.9642511142220597,0.9806113574038766,0.9951115886696902,0.9922559129546636,0.9821556534380593,0.9992936938577597,0.9818487571983067,0.9810972958255824,0.9979468407041221,0.9786776369157411,0.9994096464860897,0.9994096464860895,0.9979468407041221,0.9814781246526423,0.9760985088212524,0.9825336254579157,0.9891372203059934,0.9825998936083034,0.9936056377896952,0.9929188118833813,0.9993524396876846,0.9978794682542936,0.9815725697176053,0.9972132359217826,0.9980843408087248,0.9979468407041221,0.9979468407041221,0.9979468407041221,0.9994096464860895,0.9964364018826664,0.9895937583562907,0.9895937583562907,0.9964364018826664,0.9894723450885727,0.9964364018826666,0.9964364018826666,0.975216242092076,0.996193866059762,0.9734125823819098,0.996193866059762,0.9639566198414762,0.978364054754531,0.9932655905005086,0.9891372203059933,0.9805288789373052,0.9961938660597621,0.9795268658808686,0.9792499916456583,0.994309881415738,0.9767390819736498,0.9964364018826666,1
1,0.9996696753703544,1.0,0.9821822524358113,0.97616646064948,0.9837973725654725,0.9891919081701949,0.9832306016349232,0.9942697618613848,0.9935392243005482,0.9978001844911703,0.9927616295906182,0.9808595403542465,0.9978194105606893,0.9996696753703544,1.0,1.0,1.0,0.9996696753703544,0.9954440413570346,0.991656757631109,0.991656757631109,0.9954440413570346,0.9914597883334095,0.9988093774688918,0.9988093774688918,0.9743707139584148,0.9992481799437749,0.9724921334006571,1.0,0.9618701855874394,0.9789569563297021,0.9941825230418562,0.9908812628414855,0.9802159857291063,0.9992481799437751,0.9802685390329874,0.9793162298149639,0.9976064963174067,0.9769136938680868,0.9988093774688918,0.9988093774688919,0.9976064963174067,0.9798368608142823,0.974271976725281,0.9810125494360555,0.987592208287695,0.9808595403542464,0.9924716962223986,0.991656757631109,0.9992331353803409,0.9987026768500235,0.9797881529359237,0.9962149395330347,0.9972681891332636,0.9976064963174066,0.9976064963174066,0.9976064963174067,0.9988093774688919,0.9954440413570346,0.9881354869512473,0.9881354869512473,0.9954440413570346,0.9881445655316821,0.9954440413570346,0.9954440413570346,0.9731467554074931,0.9956166664853232,0.9712969387736525,0.9956166664853232,0.9615667396588964,0.9766020625853509,0.9921864621335307,0.987592208287695,0.9785335734507626,0.9956166664853231,0.9778309690534056,0.9773920092756992,0.9935385570211407,0.9748880239319702,0.9954440413570346,1
2,0.9837106793444722,0.9821822524358113,1.0,0.9995033067486917,0.9999294531705228,0.9988423732357659,0.999773513340866,0.9959514180910776,0.9969600627656158,0.9706499515625594,0.9525203392977101,0.9998006741396801,0.9910879131907723,0.9837106793444722,0.9821822524358111,0.9821822524358111,0.9821822524358113,0.9837106793444722,0.9953375777078435,0.9980573664305563,0.9980573664305563,0.9953375777078435,0.9981473289871285,0.9892936786482459,0.9892936786482459,0.9992022944887795,0.9887239256073748,0.9987687733474412,0.9821822524358111,0.9960759036146986,0.9998121352561771,0.9965453453854209,0.9982047187066928,0.9995929644695273,0.9887239256073748,0.9998823199056148,0.9997768705559797,0.9928157065512068,0.9996152436794141,0.9892936786482459,0.9892936786482464,0.992815706551207,0.9999261345075662,0.9992147129222222,0.9999501362696397,0.9992728786580701,0.9998006741396799,0.9972735242145141,0.9980573664305563,0.9806475946971666,0.9713461255008432,0.9997615434318359,0.9939655524916424,0.9929257173504249,0.9928157065512068,0.9928157065512068,0.992815706551207,0.9892936786482464,0.9953375777078435,0.9992885985203735,0.9992885985203735,0.9953375777078435,0.9992887434912592,0.9953375777078435,0.9953375777078435,0.998990484074335,0.9954395754001093,0.9985374092227467,0.9954395754001093,0.9959784215601902,0.9995734501836002,0.9978386607051425,0.9992728786580702,0.9995264338146305,0.9954395754001091,0.9996966861013793,0.9996089162222805,0.9971479259017683,0.9993330521346176,0.9953375777078435,1
3,0.9779078933918927,0.97616646064948,0.9995033067486917,1.0,0.9992411838758551,0.9970814197443943,0.9991703121812655,0.9930172404907402,0.9942124770444042,0.9632509713759735,0.9430455925452612,0.9995755263405687,0.9867313026485516,0.9779078933918928,0.9761664606494799,0.9761664606494799,0.97616646064948,0.9779078933918927,0.9920313109550705,0.9957826427326962,0.9957826427326962,0.9920313109550705,0.995870714957092,0.9845027756888887,0.9845027756888887,0.9998670616306551,0.9838432861113059,0.9997323580595724,0.9761664606494799,0.9982702752287016,0.999844369979041,0.9935795082823919,0.9960735249780552,0.9994022765306644,0.9838432861113059,0.9997930182471148,0.9997934955336909,0.9888308312194092,0.9999426097503608,0.9845027756888887,0.9845027756888887,0.9888308312194094,0.9997969054881167,0.9999630441374576,0.9997063607736609,0.9978353585654843,0.9995755263405687,0.9948270738718948,0.9957826427326963,0.97456693991372,0.9638531322221783,0.9996992828168746,0.9903166129334745,0.9889500506239597,0.9888308312194091,0.9888308312194091,0.9888308312194094,0.9845027756888887,0.9920313109550705,0.9977697678300648,0.9977697678300648,0.9920313109550705,0.9977270604955284,0.9920313109550705,0.9920313109550705,0.9998180478908598,0.9921776909158202,0.9996518443909855,0.9921776909158202,0.9982055605618494,0.9999447306009409,0.9953987475965839,0.9978353585654841,0.9995933191198705,0.99217769091582,0.9999599315971999,0.99990282274861,0.994480845430092,0.999940090617145,0.9920313109550705,1
4,0.9851711346912293,0.9837973725654725,0.9999294531705227,0.9992411838758551,1.0,0.9991147374354336,0.9997713071557586,0.9966166388643598,0.997553411348431,0.9725967191043793,0.9551540017355259,0.9996903237852762,0.9920753020353944,0.9851711346912294,0.9837973725654725,0.9837973725654725,0.9837973725654725,0.9851711346912293,0.9960893395426401,0.998516686624613,0.998516686624613,0.9960893395426401,0.998530348971373,0.9904667272283553,0.9904667272283553,0.9988005529569939,0.9900052655324965,0.9983195536289141,0.9837973725654725,0.9952788579620069,0.9996310678512521,0.9971576112831487,0.9985789736021554,0.9994095985854432,0.9900052655324965,0.9997795728157912,0.9996115380082105,0.9938338178139596,0.9993415123716922,0.9904667272283553,0.9904667272283555,0.9938338178139596,0.9997541468225951,0.9988757477510531,0.9998881470113147,0.9994562602846906,0.9996903237852762,0.997799003055883,0.998516686624613,0.9822155173596211,0.9733959533068519,0.9996046072192863,0.9947578377339792,0.993867373105145,0.9938338178139595,0.9938338178139595,0.9938338178139596,0.9904667272283555,0.9960893395426401,0.9995337644293928,0.9995337644293928,0.9960893395426401,0.9994790116421444,0.9960893395426401,0.9960893395426401,0.9985445001694918,0.9962453316820614,0.9980450168659959,0.9962453316820614,0.9951718775685505,0.9992951412546509,0.9983054206057126,0.9994562602846906,0.9992740608884403,0.9962453316820613,0.9994882959494839,0.9993631021280059,0.9977790459977666,0.9989798777377499,0.9960893395426401,-1
5,0.9906576149673485,0.9891919081701949,0.9988423732357659,0.997081419744394,0.9991147374354334,1.0,0.9992690595773296,0.9990275469702654,0.9993838405082515,0.9806101166864863,0.9645827938271374,0.9987163450853425,0.996179374359447,0.9906576149673486,0.9891919081701949,0.9891919081701949,0.9891919081701949,0.9906576149673485,0.9985871665020314,0.9997826356424822,0.9997826356424822,0.9985871665020314,0.9998064444798579,0.9947405964507722,0.9947405964507722,0.9966758946506115,0.9940808564895813,0.995988520190325,0.9891919081701949,0.9912659530223549,0.9979119627110066,0.9991063348076679,0.9999227561308288,0.9985897529132747,0.9940808564895812,0.9983932265420573,0.9982618760147404,0.9968702907424836,0.9973396658747615,0.9947405964507722,0.9947405964507723,0.9968702907424838,0.9982523266230833,0.9964280465169487,0.9985026452679455,0.9999411339294891,0.9987163450853422,0.9995997146163337,0.9997826356424824,0.9885714923504854,0.9805105087617565,0.9984274433578237,0.9979833575650289,0.9971655380770837,0.9968702907424838,0.9968702907424838,0.9968702907424838,0.9947405964507723,0.9985871665020314,0.9998981197801936,0.9998981197801936,0.9985871665020314,0.9999013811570386,0.9985871665020314,0.9985871665020314,0.9962195302552161,0.9984441744891241,0.9955179704491198,0.9984441744891241,0.9911189558091924,0.9971973022791454,0.999638053587775,0.999941133929489,0.9981184129442427,0.9984441744891241,0.9976875500489644,0.9976739395512725,0.9992894776041643,0.9966613418379453,0.9985871665020314,1
6,0.9848684729809667,0.9832306016349232,0.9997735133408657,0.9991703121812655,0.9997713071557585,0.9992690595773296,1.0,0.9968537226392052,0.9974239472693167,0.9728458051734119,0.9542993416008688,0.9999175215679749,0.992198214500191,0.9848684729809668,0.9832306016349232,0.9832306016349232,0.9832306016349232,0.9848684729809667,0.9959282250007522,0.9984140039875153,0.9984140039875153,0.9959282250007522,0.9985316467068057,0.9902214597528407,0.9902214597528407,0.9990049053504929,0.9895331775222271,0.9986414882446434,0.9832306016349232,0.9954713799946704,0.9994149053756138,0.996905667886479,0.9987288974540804,0.999841559626525,0.9895331775222271,0.9997501191348765,0.9997653403054008,0.9934365138018111,0.9992103524287781,0.9902214597528407,0.9902214597528407,0.9934365138018111,0.9996338692894472,0.9988303454594091,0.9997086053034239,0.9996144025393808,0.9999175215679746,0.9980344493752997,0.9984140039875153,0.9824616314549784,0.9727061176704613,0.9998311493372507,0.9948894471694966,0.9936683234446385,0.993436513801811,0.993436513801811,0.9934365138018111,0.9902214597528407,0.9959282250007522,0.9994738796058735,0.9994738796058735,0.9959282250007522,0.9995075182172779,0.9959282250007524,0.9959282250007524,0.9987493455414844,0.9959084308508999,0.9983598415326971,0.9959084308508999,0.9953649757791897,0.9991234778222037,0.9980924387683731,0.9996144025393808,0.9996898767880306,0.9959084308509,0.9994840297219214,0.9995218809780112,0.9974918675993092,0.9988810850751855,0.9959282250007524,1
7,0.995269172424738,0.9942697618613846,0.9959514180910778,0.9930172404907405,0.9966166388643598,0.9990275469702654,0.9968537226392052,1.0,0.9997124224935284,0.9881307628772366,0.9746208975831863,0.9957535034927285,0.9988708560147074,0.9952691724247382,0.9942697618613844,0.9942697618613844,0.9942697618613846,0.995269172424738,0.9996961484816792,0.9994516585653818,0.9994516585653818,0.9996961484816792,0.9994913509449597,0.9979294590421749,0.9979294590421749,0.9923439733122369,0.9975418268597259,0.9913962707167384,0.9942697618613844,0.984805107847585,0.994265763133785,0.9995837182656636,0.9994713074187871,0.995590797714873,0.9975418268597259,0.9951919237912111,0.9949286078422354,0.9990590309535659,0.9933101741429698,0.9979294590421749,0.997929459042175,0.9990590309535659,0.9948605224583523,0.9920055824435671,0.9953837059241581,0.9985139792392698,0.9957535034927285,0.9998615971839013,0.9994516585653818,0.9941503368064426,0.9877004282939594,0.9952288724100135,0.9996732872328515,0.9992112128214949,0.9990590309535659,0.9990590309535659,0.9990590309535659,0.997929459042175,0.9996961484816792,0.9985146312909801,0.9985146312909801,0.9996961484816792,0.9985891618798467,0.9996961484816793,0.9996961484816793,0.9916576848151234,0.9996083999134191,0.990702321757532,0.9996083999134191,0.9846111900027416,0.9930931879405219,0.9993945477742958,0.9985139792392698,0.9947457489242114,0.9996083999134192,0.9939806888028254,0.9939414488580602,0.9996123814194303,0.9922529863510943,0.9996961484816793,1
8,0.9946779266286222,0.9935392243005482,0.9969600627656159,0.9942124770444041,0.997553411348431,0.9993838405082515,0.9974239472693166,0.9997124224935284,1.0,0.9861858992508825,0.9728516643070118,0.9964623830080207,0.9983764184217155,0.9946779266286222,0.9935392243005482,0.9935392243005482,0.9935392243005482,0.9946779266286222,0.9998238774088469,0.999874235470953,0.999874235470953,0.9998238774088469,0.9997353861847562,0.9976305562831097,0.9976305562831097,0.9934393848060596,0.9971488431974783,0.9924275122305014,0.9935392243005482,0.9864202167456114,0.9955270385373169,0.9998919243059017,0.9997066895401906,0.9961896461128462,0.9971488431974781,0.9961292530525079,0.9957917026458245,0.9989313016592611,0.9945955512934713,0.9976305562831097,0.9976305562831098,0.9989313016592611,0.9959652785225739,0.9932729180626952,0.9964392692660571,0.998975780592569,0.9964623830080206,0.9997539174122589,0.9998742354709527,0.9926968214822466,0.986528205479152,0.9959974522044055,0.9994114998074551,0.999146914663031,0.998931301659261,0.998931301659261,0.9989313016592611,0.9976305562831098,0.9998238774088469,0.9991524526780148,0.9991524526780148,0.9998238774088469,0.9990594580131748,0.999823877408847,0.999823877408847,0.9928088700208226,0.999694056827947,0.991796001009889,0.999694056827947,0.9862375782136196,0.9944310788981426,0.9998460794661256,0.998975780592569,0.9954480276877806,0.999694056827947,0.9950285857233723,0.9949005539032103,0.9998731223233914,0.993605467938187,0.999823877408847,-1
9,0.9975442776622836,0.9978001844911703,0.9706499515625594,0.9632509713759734,0.9725967191043793,0.9806101166864865,0.9728458051734119,0.9881307628772364,0.9861858992508825,1.0,0.99649398224414,0.9697929334985413,0.993856133126227,0.9975442776622838,0.9978001844911699,0.9978001844911699,0.9978001844911703,0.9975442776622836,0.9890371443000499,0.9835056827132045,0.9835056827132045,0.9890371443000499,0.9833935912399473,0.9949382126047606,0.9949382126047606,0.9616055481230577,0.9951402161110882,0.9595425053756856,0.9978001844911699,0.946439631663155,0.9664227152466557,0.9868145188140318,0.9829527833134794,0.9694650381943632,0.9951402161110878,0.9684775131581534,0.9676791126943629,0.9920057464291585,0.9640287589174408,0.9949382126047606,0.9949382126047606,0.9920057464291588,0.9677350943417367,0.9609557264395294,0.9691179859732322,0.9784411747418335,0.9697929334985415,0.9854383237661795,0.9835056827132047,0.9989417481427719,0.9990141121372256,0.9684283661510195,0.9909835785503704,0.9920008724306064,0.9920057464291587,0.9920057464291587,0.9920057464291588,0.9949382126047606,0.9890371443000499,0.9787154175382679,0.9787154175382679,0.9890371443000499,0.9788678592465431,0.9890371443000497,0.9890371443000497,0.960096821576672,0.9888192740637765,0.95806196714069,0.9888192740637765,0.9460795931863931,0.9635635100786164,0.9839621207048556,0.9784411747418335,0.9672914028258206,0.9888192740637761,0.965456312370109,0.9652683717806743,0.985762140046152,0.9615798281147139,0.9890371443000497,1
