,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79,FM_80,FM_81,FM_82,FM_83,FM_84,FM_85,FM_86,FM_87,FM_88,FM_89,FM_90,FM_91,FM_92,FM_93,FM_94,FM_95,FM_96,FM_97,FM_98,FM_99,FM_100,FM_101,FM_102,FM_103,FM_104,FM_105,FM_106,FM_107,FM_108,FM_109,FM_110,FM_111,FM_112,FM_113,FM_114,FM_115,FM_116,FM_117,FM_118,Labels
0,1.0,0.997909115522434,0.9932741739991139,0.9991265682615397,0.9903661907712492,0.997726069716972,0.999696805948618,0.9936115280943691,0.9844002832040823,0.9927405225030509,0.9871919399133822,0.9931107123110964,0.9994661509010694,0.9991122910351415,0.9991775708268225,0.9991775708268225,0.9991775708268225,0.9991775708268225,0.9957396034923809,0.9957396034923809,0.9969891732047251,0.9827510080689268,0.9989449847916141,0.9997947400572501,0.98563482443835,0.9998111905689147,0.9990168134451823,0.9991265682615397,0.9911239771252364,0.9860094531770599,0.989446139372341,0.9974701151706467,0.9987506994908648,0.9995225840263801,0.9994224122576981,0.9856686627199195,0.9878466123550039,0.9830600985816647,0.9988574531162222,0.9952328749148422,0.9983575203032227,0.9990062946041405,0.9898976230634976,1.0,0.9885954834493671,0.9997274297903197,0.9868817246929986,0.9864972877557739,0.998792047865863,0.9881673722601576,0.9937643637053702,0.9986693485913763,0.9880913759861232,0.988370693673963,0.9908989614958479,0.9976936280779486,0.9991275897641936,0.9942841390209938,0.9854903254110585,0.9990655668813918,0.9983707797246308,0.9995975994839716,0.9974966848970317,0.9916397303940331,0.9851439012517336,0.9997940394175513,0.9824563772993734,0.9994224122576981,0.994831224050259,0.9893836109768083,0.9942301449713046,0.9893836109768083,0.9977231595569926,0.994831224050259,0.9977231595569926,0.9851439012517336,0.9948845021266298,0.9977231595569926,0.9994244210092437,0.9944207401696736,0.9851439012517336,0.994831224050259,0.9948845021266298,0.9995975994839716,0.9824563772993734,0.9948446121227011,0.9990117556776893,0.9916397303940331,0.9990655668813918,0.9997940394175513,0.9990655668813918,0.9997940394175513,0.9893836109768083,0.9944520041497008,0.9998111905689147,0.9974966848970317,0.9990655668813918,0.9974966848970317,0.9990117556776893,0.9944520041497008,0.9948845021266298,0.9916397303940331,0.9944520041497008,0.9998012039335841,0.9980453803217771,0.9990655668813918,0.9980629971285838,0.9998012039335841,0.9992972588986875,0.9893836109768083,0.9977231595569926,0.9893836109768083,0.9997940394175513,0.9980629971285838,0.9998111905689147,0.9990655668813918,0.9990655668813918,0.9944520041497008,-1
1,0.997909115522434,1.0,0.9844376864501597,0.9979206353131408,0.980106904111713,0.9991400072000245,0.9990789206462128,0.9848983681797733,0.9718121216017112,0.9835471307749677,0.9756270260779811,0.9841320807699799,0.9961922391989765,0.9949780574532339,0.9960247174798238,0.9960247174798238,0.9960247174798238,0.9960247174798238,0.9881438387229856,0.9881438387229856,0.9902789423339788,0.9696638037343034,0.9944747285807469,0.9964928000051908,0.9735460782938804,0.9981597340896898,0.9954666767447871,0.9979206353131408,0.9812455570519861,0.9739701500334004,0.9787774784457359,0.9914748351716224,0.9942110954478453,0.9957536211753839,0.9959781485418866,0.9735603441355647,0.9765746883606323,0.9700369171509059,0.9944342286100389,0.9874661282638253,0.9995939646470497,0.9943321608017844,0.9794029441816557,0.997909115522434,0.9777164603859725,0.9978658748468912,0.9752020323631514,0.9746307857547736,0.9940212263116942,0.9770208801359087,0.9985717430455077,0.993497520483697,0.9768678927436152,0.9773081635561676,0.9809033135498971,0.991571239638792,0.9948388508064364,0.9858144103692991,0.9733120421024397,0.9949703424272756,0.9933492107751174,0.9966072037097966,0.9996975209406486,0.9820172814693403,0.9728055278844226,0.9978484821735243,0.9692753481444057,0.9959781485418866,0.9987529337787815,0.9788040963409689,0.9990315828200409,0.9788040963409689,0.9928243362787305,0.9987529337787815,0.9928243362787305,0.9728055278844226,0.9869680563046032,0.9928243362787305,0.9994265703181715,0.9862516615277128,0.9728055278844226,0.9987529337787815,0.9869680563046032,0.9966072037097966,0.9692753481444057,0.9867224893653214,0.9993722571739133,0.9820172814693403,0.9949703424272756,0.9978484821735243,0.9949703424272756,0.9978484821735243,0.9788040963409689,0.9982777034823037,0.9981597340896898,0.9996975209406486,0.9949703424272756,0.9996975209406486,0.9993722571739133,0.9982777034823037,0.9869680563046032,0.9820172814693403,0.9982777034823037,0.9975782626492661,0.9989321039007657,0.9949703424272756,0.9925005321713734,0.9975782626492661,0.9992097790304205,0.9788040963409689,0.9928243362787305,0.9788040963409689,0.9978484821735243,0.9925005321713734,0.9981597340896898,0.9949703424272756,0.9949703424272756,0.9982777034823037,-1
2,0.9932741739991139,0.9844376864501597,1.0,0.9915672169667894,0.9995966326993893,0.9847954691976293,0.990136629010919,0.9999693956166726,0.9980595949862446,0.9999649689724759,0.9989722831604192,0.999975235208878,0.9957580925799311,0.9969169671174589,0.9951799178031038,0.9951799178031038,0.9951799178031038,0.9951799178031038,0.9996642904991458,0.9996642904991458,0.9991798894285189,0.9974833145277562,0.9972629169908578,0.9954041200367643,0.9985178705693585,0.9932603515949756,0.995835525685481,0.9915672169667894,0.9997372696279676,0.998593197164888,0.9995409446687147,0.9987264790840255,0.9972548241189648,0.9960151043374194,0.9956567712476468,0.9985218646503361,0.999129571797513,0.9975725930457838,0.9973019274420847,0.999786171316037,0.9854415124749588,0.9972495875204719,0.9996198780590468,0.9932741739991139,0.9992936921077605,0.9933789708695853,0.9987710958287354,0.9987426053974177,0.9975343708774735,0.9992110633437371,0.9748471169761439,0.9978930158384645,0.9992147666636715,0.9993076840462142,0.9997494773188541,0.9987433660166893,0.9969821375566537,0.999896398838706,0.9984517465351398,0.9970530200361573,0.9980824987896834,0.9955314143279208,0.9835828965717262,0.9998593577887246,0.9983135951849551,0.9934538017986644,0.9973689455899523,0.9956567712476468,0.9772303005697843,0.9994870285778573,0.9757683036395371,0.9994870285778573,0.9970548002322324,0.9772303005697843,0.9970548002322324,0.9983135951849551,0.9998090421139206,0.9970548002322324,0.989811260243897,0.9999139579330613,0.9983135951849551,0.9772303005697843,0.9998090421139206,0.9955314143279208,0.9973689455899523,0.9998682922135824,0.9884831914621311,0.9998593577887246,0.9970530200361573,0.9934538017986644,0.9970530200361573,0.9934538017986644,0.9994870285778573,0.9775617416518295,0.9932603515949756,0.9835828965717262,0.9970530200361573,0.9835828965717262,0.9884831914621311,0.9775617416518295,0.9998090421139206,0.9998593577887246,0.9775617416518295,0.9937299816442027,0.9861633329882604,0.9970530200361573,0.9983735328217338,0.9937299816442027,0.9896396202442841,0.9994870285778573,0.9970548002322324,0.9994870285778573,0.9934538017986644,0.9983735328217338,0.9932603515949756,0.9970530200361573,0.9970530200361573,0.9775617416518295,-1
3,0.9991265682615397,0.9979206353131408,0.9915672169667894,1.0,0.9879314379552868,0.9969330190249208,0.9990703315335517,0.9921109127944294,0.9818717150102133,0.9907830900774068,0.9848011237257626,0.991547033778728,0.9986307655261849,0.9978265923395708,0.9989183692229526,0.9989183692229526,0.9989183692229526,0.9989183692229526,0.9939460662690193,0.9939460662690193,0.995637039757919,0.9802098609454719,0.9981557402123923,0.9987185052141979,0.9832419672577235,0.9991565253785286,0.9992397325378902,1.0,0.9887934387015542,0.9835907320040032,0.9874807230871088,0.9966626257118609,0.9982954961737492,0.9987591627705926,0.9979683816603931,0.9833606551010993,0.9857589330663771,0.9804444673010286,0.9978079070273019,0.9939569892174297,0.9983169584576281,0.9980616956540656,0.9877023317832982,0.9991265682615398,0.9862547436795681,0.9991553297730468,0.9841707464116622,0.9841131506970863,0.9975426140424809,0.9861101835812494,0.9939259481247853,0.9972804056139253,0.9857629270124735,0.9861943153409377,0.9891213901598978,0.9964591529844381,0.9980678495840665,0.9925798424111614,0.9829874919242511,0.9979765971239223,0.9971173295435662,0.9987049086480189,0.9976825491968082,0.989771616604957,0.9826653248858417,0.999547547832197,0.9798928756421561,0.9979683816603931,0.9960384853649488,0.987145039550473,0.9947250091401924,0.987145039550473,0.9979756322676928,0.9960384853649488,0.9979756322676928,0.9826653248858417,0.993376366980162,0.9979756322676928,0.9990639551800559,0.9926397522702168,0.9826653248858417,0.9960384853649488,0.993376366980162,0.9987049086480189,0.9798928756421561,0.9933079372867039,0.9991530259721494,0.989771616604957,0.9979765971239223,0.999547547832197,0.9979765971239223,0.999547547832197,0.987145039550473,0.9963050420805546,0.9991565253785286,0.9976825491968082,0.9979765971239223,0.9976825491968082,0.9991530259721494,0.9963050420805546,0.993376366980162,0.989771616604957,0.9963050420805546,0.9991201155346376,0.9990639237172123,0.9979765971239223,0.9964400153637921,0.9991201155346376,0.9990560448609694,0.987145039550473,0.9979756322676928,0.987145039550473,0.999547547832197,0.9964400153637921,0.9991565253785286,0.9979765971239223,0.9979765971239223,0.9963050420805546,-1
4,0.9903661907712492,0.980106904111713,0.9995966326993893,0.9879314379552868,1.0,0.9805384159989148,0.9866632641825727,0.9994481854503087,0.9992107883042869,0.9997488727540911,0.9997142477531284,0.9995652152926395,0.9933836521253463,0.9948829946337425,0.9922958901588302,0.9922958901588302,0.9922958901588302,0.9922958901588302,0.9988892680107418,0.9988892680107418,0.9979491861592038,0.9988049032159518,0.9950864074843508,0.9929626638372221,0.9994503715171293,0.9903247676214522,0.9931647456263656,0.9879314379552868,0.9999550665641505,0.9995202844922386,0.999840744136515,0.9971813599355066,0.9951226305967785,0.9936072276618458,0.9933296948438396,0.9994290342105148,0.9997322120305685,0.9989016635411656,0.9953646548040138,0.9988692424982283,0.9810857593004519,0.9952029556782506,0.9999287016240375,0.9903661907712492,0.9998701715032833,0.9904690674570307,0.9997250735548261,0.9995992091816298,0.995705140484156,0.9997622852841722,0.9694588167891267,0.9961748855314809,0.9998184083939966,0.9998173718245343,0.9998297691390309,0.9972766188434319,0.9948043483684406,0.9993745388843948,0.9994425363467869,0.9950355738864934,0.9964145508037163,0.9930981846431285,0.9791436120838991,0.9998592642694165,0.9993627527022872,0.9904446682841276,0.9987303176127756,0.9933296948438396,0.9718705386910884,0.9999331533546525,0.9704351691271493,0.9999331533546525,0.9946244129227756,0.9718705386910884,0.9946244129227756,0.9993627527022872,0.9991346543648505,0.9946244129227756,0.9862575754932748,0.9993187174718688,0.9993627527022872,0.9718705386910884,0.9991346543648505,0.9930981846431285,0.9987303176127756,0.9991389703648171,0.9846175717680948,0.9998592642694165,0.9950355738864934,0.9904446682841276,0.9950355738864934,0.9904446682841276,0.9999331533546525,0.9717952241937814,0.9903247676214522,0.9791436120838991,0.9950355738864934,0.9791436120838991,0.9846175717680948,0.9717952241937814,0.9991346543648505,0.9998592642694165,0.9717952241937814,0.9907337581417177,0.9815525501336761,0.9950355738864934,0.9968252156255091,0.9907337581417177,0.9860598584004919,0.9999331533546525,0.9946244129227756,0.9999331533546525,0.9904446682841276,0.9968252156255091,0.9903247676214522,0.9950355738864934,0.9950355738864934,0.9717952241937814,-1
5,0.997726069716972,0.9991400072000245,0.9847954691976293,0.9969330190249208,0.9805384159989148,1.0,0.9987909295574036,0.985128347073373,0.9723304448946845,0.9839894464846363,0.9761959481259391,0.9843835719987629,0.9960053879325098,0.9950175016458059,0.9963051731919268,0.9963051731919268,0.9963051731919268,0.9963051731919268,0.9883547850391659,0.9883547850391659,0.9902651296145426,0.9702494603839927,0.9945354136439757,0.9963961880292583,0.9741098772208939,0.9976450342555383,0.9947659275250432,0.9969330190249208,0.981743192100584,0.9744385181113197,0.9791661447082125,0.9910241927869015,0.9935732417485911,0.9954758454913862,0.9964127479872036,0.9740661725577224,0.9768087328774406,0.9705948742479541,0.9943377462944103,0.987619492458691,0.9994417681979937,0.9941354575463683,0.9799147209084197,0.9977260697169722,0.9782028122921775,0.997568187813623,0.9757535834922689,0.9750834376095883,0.9940439965404735,0.9772385367760158,0.9980336208208969,0.993534632180056,0.9774185823316777,0.9778068914402839,0.9809708680938483,0.9915045495138898,0.995019569416711,0.985959233844986,0.9739137223009745,0.9946824479834766,0.9931475653089985,0.9962166402692076,0.9990823580538654,0.982135790368207,0.973301109381177,0.9970993599322601,0.9698686632769944,0.9964127479872036,0.9975806534912739,0.9791231510775481,0.9979230332804292,0.9791231510775481,0.9926133687150496,0.9975806534912739,0.9926133687150496,0.973301109381177,0.9868897249225441,0.9926133687150496,0.9987589949933223,0.9866939110356857,0.973301109381177,0.9975806534912739,0.9868897249225441,0.9962166402692076,0.9698686632769944,0.9869616332429167,0.9987354190788844,0.982135790368207,0.9946824479834766,0.9970993599322601,0.9946824479834766,0.9970993599322601,0.9791231510775481,0.9973768587336879,0.9976450342555383,0.9990823580538654,0.9946824479834766,0.9990823580538654,0.9987354190788844,0.9973768587336879,0.9868897249225441,0.982135790368207,0.9973768587336879,0.9976488952021515,0.9984130434215691,0.9946824479834766,0.9929411709785865,0.9976488952021515,0.9987732066302414,0.9791231510775481,0.9926133687150496,0.9791231510775481,0.9970993599322601,0.9929411709785865,0.9976450342555383,0.9946824479834766,0.9946824479834766,0.9973768587336879,-1
6,0.999696805948618,0.9990789206462128,0.990136629010919,0.9990703315335517,0.9866632641825727,0.9987909295574036,1.0,0.9905510788896644,0.9797704223851067,0.9894868508698366,0.9829668976623066,0.9899417190656721,0.9985444138048898,0.9978594864406084,0.9983606221114646,0.9983606221114646,0.9983606221114646,0.9983606221114646,0.993167212376019,0.993167212376019,0.9947964070043651,0.9779008355841076,0.9976008550974113,0.9989927384242296,0.9811799367202492,0.9994926476311509,0.9980140783558372,0.9990703315335517,0.9875633024281628,0.9816074115754846,0.985585902844692,0.9954904427582726,0.9973609539830804,0.998547125074474,0.99850772909441,0.9812192620828444,0.9837262929777032,0.9782496327376827,0.9974742816208358,0.992559306476905,0.9994089085090542,0.9976563646055928,0.9861110486629409,0.9996968059486178,0.9845992682574043,0.9993725449697476,0.9826129508482245,0.9821669612008824,0.9973372633821459,0.9840979797959549,0.9961084536829912,0.9970967295745381,0.9840062337856805,0.9843316213373625,0.9872967313438582,0.9957442686218644,0.9978802857275929,0.991362473444886,0.9810139137483328,0.9977744519446912,0.9967108581906393,0.9987462508218425,0.998771079290895,0.9881690321087998,0.9806177286722793,0.9994288008718103,0.9775677839516586,0.99850772909441,0.996899225876017,0.9855092666006129,0.9964771717594352,0.9855092666006129,0.9962069578830631,0.996899225876017,0.9962069578830631,0.9806177286722793,0.9921111283668105,0.9962069578830631,0.999763679134799,0.9915402022482191,0.9806177286722793,0.996899225876017,0.9921111283668105,0.9987462508218425,0.9775677839516586,0.9920597189654472,0.9995670302378715,0.9881690321087998,0.9977744519446912,0.9994288008718103,0.9977744519446912,0.9994288008718103,0.9855092666006129,0.9964326547626504,0.9994926476311509,0.998771079290895,0.9977744519446912,0.998771079290895,0.9995670302378715,0.9964326547626504,0.9921111283668105,0.9881690321087998,0.9964326547626504,0.9993979468964042,0.9989237896876462,0.9977744519446912,0.9962772124954872,0.9993979468964042,0.9996541052896109,0.9855092666006129,0.9962069578830631,0.9855092666006129,0.9994288008718103,0.9962772124954872,0.9994926476311509,0.9977744519446912,0.9977744519446912,0.9964326547626504,-1
7,0.9936115280943691,0.9848983681797733,0.9999693956166726,0.9921109127944294,0.9994481854503087,0.985128347073373,0.9905510788896644,1.0,0.9978520596733302,0.9998964278648159,0.9987884467498822,0.9999899923905639,0.9959584125267051,0.9970486547393794,0.995493912681346,0.995493912681346,0.995493912681346,0.995493912681346,0.9997111120791912,0.9997111120791912,0.9993120442360003,0.9972513899530522,0.9975057412907665,0.9956778851301255,0.9983189053718375,0.9935454569119189,0.9962303986910603,0.9921109127944294,0.9995889523293612,0.998417603753154,0.9994545566460085,0.9989397971960392,0.9975574499773175,0.9963153011804401,0.9957707781888575,0.9983489581433994,0.9990162734185599,0.9973397075957697,0.9974486583545936,0.999873181923891,0.9859550745731757,0.9974982050681119,0.9994881480630123,0.9936115280943691,0.9991082372444906,0.9936449732099187,0.9985508793969449,0.99857705882805,0.9976794062823683,0.9991055823300312,0.9753703941375612,0.998068237184555,0.9990475669755714,0.999161980285712,0.9997155985369759,0.998909207597714,0.9971501455324974,0.9999274175780009,0.9982379907551312,0.9972227516001642,0.998208346723244,0.9957533771748771,0.9840367711435689,0.9998094911726201,0.9981206025887462,0.9938595561181794,0.9971313560499571,0.9957707781888575,0.9779718775306644,0.9993478315452311,0.9763553189501054,0.9993478315452311,0.9974517284414993,0.9779718775306644,0.9974517284414993,0.9981206025887462,0.9998728871195762,0.9974517284414993,0.9901741111291845,0.9998876933760659,0.9981206025887462,0.9779718775306644,0.9998728871195762,0.9957533771748771,0.9971313560499571,0.9999177918562433,0.9888943002432362,0.9998094911726201,0.9972227516001642,0.9938595561181794,0.9972227516001642,0.9938595561181794,0.9993478315452311,0.9783645548772538,0.9935454569119189,0.9840367711435689,0.9972227516001642,0.9840367711435689,0.9888943002432362,0.9783645548772538,0.9998728871195762,0.9998094911726201,0.9783645548772538,0.993996869697816,0.9868195683569868,0.9972227516001642,0.9984344929752056,0.993996869697816,0.9899878595170581,0.9993478315452311,0.9974517284414993,0.9993478315452311,0.9938595561181794,0.9984344929752056,0.9935454569119189,0.9972227516001642,0.9972227516001642,0.9783645548772538,-1
8,0.9844002832040823,0.9718121216017112,0.9980595949862446,0.9818717150102133,0.9992107883042869,0.9723304448946845,0.9797704223851067,0.9978520596733302,1.0,0.998360661203791,0.9998453541598079,0.9981344479996269,0.9882873393619154,0.9902932068975324,0.987266313664441,0.987266313664441,0.987266313664441,0.987266313664441,0.9964267818687578,0.9964267818687578,0.9949804382209513,0.9999514478379516,0.990806885700003,0.9877621648989868,0.9999587055286192,0.9843155534399548,0.988510618649964,0.9818717150102132,0.9989356721234441,0.9999554798784364,0.9994659840514452,0.993947411020933,0.9909991751998826,0.9887850571587595,0.9881779779929255,0.9999583978112383,0.999756879116035,0.9999719299791316,0.9909866489845589,0.9966847503191856,0.9731075805201451,0.9909492830319425,0.999372713727774,0.9844002832040823,0.9995639744556817,0.9844935206819618,0.9998318949794637,0.9999230818883196,0.991439072433296,0.9997088585212012,0.959329347185329,0.9921620785720061,0.9997300550760463,0.9996780340420782,0.9990612812291733,0.9939360234767087,0.9903104777501058,0.9975230655500719,0.9999685110593908,0.9905328112102127,0.9924857250348166,0.9879129850842493,0.9706603815330315,0.9988334322914019,0.999990768865137,0.9846628920002274,0.9999361223144149,0.9881779779929255,0.9624186501834654,0.9994817242735842,0.9605011310289027,0.9994817242735842,0.9908974081410674,0.9624186501834654,0.9908974081410674,0.999990768865137,0.9970348752021431,0.9908974081410674,0.9792352637405217,0.9973225434448919,0.999990768865137,0.9624186501834654,0.9970348752021431,0.9879129850842493,0.9999361223144149,0.9970944569046295,0.9773271895935705,0.9988334322914019,0.9905328112102127,0.9846628920002274,0.9905328112102127,0.9846628920002274,0.9994817242735842,0.9627219664509442,0.9843155534399548,0.9706603815330315,0.9905328112102127,0.9706603815330315,0.9773271895935705,0.9627219664509442,0.9970348752021431,0.9988334322914019,0.9627219664509442,0.9849462808474946,0.9741156292248462,0.9905328112102127,0.9930660826516342,0.9849462808474946,0.9789853073352259,0.9994817242735842,0.9908974081410674,0.9994817242735842,0.9846628920002274,0.9930660826516342,0.9843155534399548,0.9905328112102127,0.9905328112102127,0.9627219664509442,-1
9,0.9927405225030509,0.9835471307749677,0.9999649689724759,0.9907830900774068,0.9997488727540911,0.9839894464846363,0.9894868508698366,0.9998964278648159,0.998360661203791,1.0,0.9991974869217961,0.999926213093421,0.9953285210950028,0.9965783401362049,0.994586317693074,0.994586317693074,0.994586317693074,0.994586317693074,0.9995683954600026,0.9995683954600026,0.9989969890172058,0.9978071055819174,0.9968235026712096,0.9949662619983843,0.9987642574298082,0.9926698904933908,0.99526585121215,0.9907830900774068,0.999850650886474,0.9988487571135934,0.9996447688443516,0.9984245061634082,0.9968250814191367,0.9955927693846152,0.9953025199075312,0.9987564491517292,0.9992948628313135,0.997909774183645,0.9969626011008813,0.9996279762678644,0.9846014487628247,0.9969007466980793,0.9997591198786604,0.9927405225030509,0.9994705502426113,0.9928388335874071,0.999048354056234,0.9989838519375188,0.9972176056064186,0.999365170993896,0.9738311936997051,0.9976036292916962,0.9994125214035229,0.9994650158798836,0.9998011514229252,0.998512468103714,0.9966273863841901,0.9998575956561913,0.9987263210176637,0.9966599605997262,0.9977645654648628,0.99504896844137,0.9827267818933336,0.9998964129833874,0.998593943071804,0.9928182280322968,0.9977012997028551,0.9953025199075312,0.9761319611245921,0.9996233289423677,0.9746620567094972,0.9996233289423677,0.9964819774564333,0.9761319611245921,0.9964819774564333,0.998593943071804,0.9996881483230576,0.9964819774564333,0.9890878698454982,0.9998324316910628,0.998593943071804,0.9761319611245921,0.9996881483230576,0.99504896844137,0.9977012997028551,0.9997828813171369,0.9877527024178866,0.9998964129833874,0.9966599605997262,0.9928182280322968,0.9966599605997262,0.9928182280322968,0.9996233289423677,0.9762871436160728,0.9926698904933908,0.9827267818933336,0.9966599605997262,0.9827267818933336,0.9877527024178866,0.9762871436160728,0.9996881483230576,0.9998964129833874,0.9762871436160728,0.9932124536660085,0.9851724312600005,0.9966599605997262,0.9981383113304956,0.9932124536660085,0.9889611202895309,0.9996233289423677,0.9964819774564333,0.9996233289423677,0.9928182280322968,0.9981383113304956,0.9926698904933908,0.9966599605997262,0.9966599605997262,0.9762871436160728,-1
