,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79,FM_80,FM_81,FM_82,FM_83,FM_84,FM_85,FM_86,FM_87,FM_88,FM_89,FM_90,FM_91,FM_92,FM_93,FM_94,FM_95,FM_96,FM_97,FM_98,FM_99,FM_100,FM_101,FM_102,FM_103,FM_104,FM_105,FM_106,FM_107,FM_108,FM_109,FM_110,FM_111,FM_112,FM_113,FM_114,FM_115,FM_116,FM_117,FM_118,FM_119,FM_120,Labels
0,1.0,0.9837106793444723,0.9779078933918925,0.9851711346912294,0.9906576149673485,0.9848684729809668,0.995269172424738,0.9946779266286222,0.9975442776622838,0.9912701808821783,0.9825998936083034,0.9986405188341195,0.9912701808821783,1.0000000000000002,0.9996696753703544,0.9996696753703544,1.0,0.9992936938577593,0.9763994669601913,0.9745683331519034,0.9996696753703544,0.9642511142220597,0.9806113574038766,0.9951115886696902,0.9922559129546635,0.9821556534380591,0.9818487571983066,0.9810972958255825,0.9979468407041219,0.9786776369157412,0.9994096464860897,0.9814781246526424,0.9760985088212528,0.9825336254579157,0.9891372203059934,0.9825998936083034,0.9936056377896952,0.9929188118833814,0.9993524396876845,0.9978794682542939,0.9815725697176053,0.9972132359217826,0.9996696753703544,0.9980843408087248,0.9979468407041221,0.9979468407041221,0.9994096464860897,0.9961938660597619,0.975216242092076,0.9734125823819099,0.9961938660597619,0.963956619841476,0.978364054754531,0.9932655905005086,0.9891372203059933,0.9805288789373051,0.9795268658808686,0.9792499916456584,0.994309881415738,0.9767390819736498,0.998800074365149,0.9838161346098367,0.9776607061545477,0.9828823069791679,0.9880346517154577,0.9828002447873518,0.9922559129546635,0.9925845666516899,0.9996090922478255,0.9996175262876134,0.980791471016423,0.9958782628640869,0.9994096464860897,0.998800074365149,0.9994096464860895,0.9994096464860895,0.998800074365149,0.9964364018826666,0.9746683208779393,0.9731031352507812,0.9994096464860895,0.9640761017511952,0.981357625513957,0.993196682110489,0.9894723450885727,0.9792091561586692,0.9816195252731493,0.9801437372375842,0.9964364018826666,0.9792520147646454,0.9988245738953875,0.9825558173415413,0.9779078933918925,0.9828034479059194,0.9872086512201541,0.981585065924862,0.9913856864690529,0.992036986484019,0.9993956716845529,0.9985198567741157,0.9795620379885918,0.9956125534832909,0.9985198567741157,0.9988245738953876,0.9992174488095839,0.9992174488095839,0.9988245738953875,0.9977309264763831,0.9763994669601913,0.9745683331519034,0.9977309264763831,0.9644048384019627,0.9800159546589674,0.9973249811827064,0.9887210591902371,0.979977291578358,0.9806418083614328,0.9801437372375844,0.9958999760077762,0.9770596453731195,1
1,0.9837106793444722,1.0,0.9995033067486917,0.9999294531705227,0.9988423732357659,0.9997735133408657,0.9959514180910776,0.9969600627656158,0.9706499515625594,0.9525203392977103,0.9998006741396801,0.9910879131907725,0.9525203392977103,0.9837106793444722,0.982182252435811,0.982182252435811,0.9837106793444722,0.9887239256073749,0.9992022944887795,0.9987687733474412,0.982182252435811,0.9960759036146987,0.9998121352561775,0.9965453453854209,0.9982047187066928,0.9995929644695273,0.9998823199056146,0.9997768705559797,0.9928157065512068,0.9996152436794143,0.9892936786482461,0.9999261345075662,0.9992147129222222,0.9999501362696397,0.9992728786580701,0.9998006741396799,0.9972735242145141,0.9980573664305566,0.9806475946971664,0.9713461255008432,0.9997615434318357,0.9939655524916424,0.9821822524358113,0.9929257173504247,0.9928157065512068,0.9928157065512068,0.9892936786482461,0.9954395754001091,0.998990484074335,0.9985374092227467,0.9954395754001091,0.9959784215601902,0.9995734501836004,0.9978386607051427,0.9992728786580701,0.9995264338146304,0.9996966861013794,0.9996089162222805,0.997147925901768,0.9993330521346176,0.990618609555126,0.9999297381022775,0.9994134888892281,0.9999246155629816,0.999593649082347,0.9998508041494852,0.9982047187066928,0.9981473289871285,0.986798044140181,0.9802576387450642,0.9997488714127619,0.9957318244185305,0.9892936786482461,0.9906186095551263,0.9892936786482461,0.9892936786482461,0.990618609555126,0.9953375777078434,0.9988842743717795,0.998522401686743,0.9892936786482461,0.9960132798681841,0.9998919419886103,0.9979170118555367,0.9992887434912592,0.9995160462599474,0.999826303041372,0.9997002139796818,0.9953375777078434,0.9997000711103262,0.9905811476547676,0.9999796104378602,0.9995033067486917,0.9998754379459514,0.9997053024233773,0.9997467963466791,0.9984340992744056,0.9983936377412269,0.9866618516046078,0.9731318908363793,0.9995901512987551,0.9959945639108064,0.9731318908363793,0.9905811476547676,0.9894198285099282,0.9894198285099282,0.9905811476547676,0.9932543464800114,0.9992022944887795,0.9987687733474412,0.9932543464800114,0.9961264535158119,0.9997552046559627,0.9941746479286527,0.9994474004274514,0.9995891581579074,0.9998024151921442,0.999700213979682,0.9957100989353346,0.999380426719928,1
2,0.9779078933918925,0.9995033067486917,1.0,0.9992411838758551,0.997081419744394,0.9991703121812655,0.9930172404907404,0.9942124770444041,0.9632509713759734,0.9430455925452613,0.9995755263405687,0.9867313026485516,0.9430455925452613,0.9779078933918927,0.9761664606494799,0.9761664606494799,0.9779078933918925,0.9838432861113061,0.9998670616306551,0.9997323580595723,0.9761664606494799,0.9982702752287016,0.999844369979041,0.993579508282392,0.9960735249780553,0.999402276530664,0.9997930182471148,0.9997934955336909,0.9888308312194091,0.9999426097503608,0.9845027756888887,0.9997969054881167,0.9999630441374577,0.9997063607736609,0.9978353585654842,0.9995755263405687,0.9948270738718947,0.9957826427326966,0.9745669399137199,0.9638531322221785,0.9996992828168746,0.9903166129334745,0.9761664606494797,0.9889500506239597,0.9888308312194091,0.9888308312194091,0.9845027756888887,0.99217769091582,0.9998180478908598,0.9996518443909854,0.99217769091582,0.9982055605618496,0.9999447306009409,0.995398747596584,0.9978353585654841,0.9995933191198704,0.9999599315971999,0.99990282274861,0.994480845430092,0.9999400906171451,0.9860443066515333,0.9994697099261384,0.9999473855096611,0.9996289724911932,0.9983253781598663,0.9995626475659536,0.9960735249780552,0.995870714957092,0.9815794398385688,0.9739692572492057,0.9997784784292716,0.9924984818920272,0.9845027756888887,0.9860443066515333,0.9845027756888889,0.9845027756888889,0.9860443066515333,0.9920313109550705,0.9997858945182149,0.9996634961061632,0.9845027756888889,0.9982154008116838,0.9998352932758571,0.9954858786815749,0.9977270604955283,0.9997677982719759,0.9997765737340475,0.9998615925649276,0.9920313109550705,0.9999640840925406,0.9860096231296913,0.99967597325126,1.0,0.9996391897290653,0.9986024538125176,0.9996935338728689,0.9965616121052526,0.9962594420407075,0.9815796816489113,0.9660036307725948,0.9998435554009458,0.9928604024047052,0.9660036307725948,0.9860096231296915,0.9848024946613201,0.9848024946613201,0.9860096231296913,0.9894992441914959,0.9998670616306551,0.9997323580595723,0.9894992441914959,0.9983036665620196,0.9999450750343093,0.9904837917383653,0.9980468033120643,0.9997248527990756,0.9998990547354579,0.9998615925649276,0.9926515479556398,0.9999376092480167,-1
3,0.9851711346912293,0.9999294531705227,0.9992411838758549,1.0,0.9991147374354336,0.9997713071557585,0.9966166388643598,0.9975534113484312,0.9725967191043793,0.9551540017355262,0.9996903237852764,0.9920753020353944,0.9551540017355262,0.9851711346912294,0.9837973725654724,0.9837973725654724,0.9851711346912293,0.9900052655324966,0.9988005529569935,0.9983195536289141,0.9837973725654724,0.9952788579620067,0.9996310678512522,0.9971576112831487,0.9985789736021554,0.9994095985854432,0.9997795728157912,0.9996115380082105,0.9938338178139593,0.9993415123716922,0.9904667272283553,0.9997541468225951,0.9988757477510529,0.9998881470113147,0.9994562602846907,0.999690323785276,0.997799003055883,0.998516686624613,0.9822155173596208,0.9733959533068519,0.9996046072192863,0.9947578377339793,0.9837973725654725,0.9938673731051448,0.9938338178139593,0.9938338178139593,0.9904667272283553,0.9962453316820612,0.9985445001694918,0.9980450168659961,0.9962453316820612,0.9951718775685505,0.9992951412546509,0.9983054206057127,0.9994562602846907,0.9992740608884401,0.9994882959494841,0.9993631021280059,0.9977790459977666,0.9989798777377499,0.9916219964085985,0.999861758018208,0.9991255751862949,0.9998234872413891,0.9997048483742325,0.9997181760652667,0.9985789736021554,0.9985303489713728,0.9880232493383289,0.9817782435992509,0.9995289318243304,0.9963729915814673,0.9904667272283553,0.9916219964085986,0.9904667272283554,0.9904667272283554,0.9916219964085985,0.9960893395426401,0.9984181667571598,0.9980309268704487,0.9904667272283554,0.99519704512751,0.9997741655702264,0.9983861141971451,0.9994790116421444,0.9992056624660732,0.9997135923365673,0.9994928646264098,0.9960893395426401,0.9994867098557771,0.9916051182363524,0.9998557654198532,0.9992411838758549,0.9998187303067866,0.9997839185282965,0.999601986212332,0.9988178325002853,0.998753027438419,0.9879796170594317,0.9751481839771241,0.9993563052369807,0.9966264335333653,0.9751481839771241,0.9916051182363523,0.9906800419214212,0.9906800419214212,0.9916051182363524,0.9942551528028358,0.9988005529569935,0.9983195536289141,0.9942551528028358,0.9953343817263273,0.9995867868547418,0.9950271726854942,0.9996070487506153,0.9993095348039363,0.9996439472724306,0.9994928646264098,0.9965014259362063,0.9990564124057787,1
4,0.9906576149673486,0.9988423732357659,0.997081419744394,0.9991147374354334,1.0,0.9992690595773296,0.9990275469702654,0.9993838405082515,0.9806101166864865,0.9645827938271375,0.9987163450853425,0.9961793743594469,0.9645827938271375,0.9906576149673486,0.9891919081701949,0.9891919081701949,0.9906576149673486,0.9940808564895814,0.9966758946506115,0.995988520190325,0.9891919081701949,0.9912659530223549,0.9979119627110068,0.9991063348076679,0.9999227561308289,0.9985897529132749,0.9983932265420573,0.9982618760147405,0.9968702907424836,0.9973396658747616,0.9947405964507722,0.9982523266230832,0.9964280465169489,0.9985026452679455,0.999941133929489,0.9987163450853423,0.9995997146163337,0.9997826356424819,0.9885714923504851,0.9805105087617562,0.9984274433578237,0.9979833575650288,0.9891919081701949,0.9971655380770836,0.9968702907424837,0.9968702907424837,0.9947405964507722,0.9984441744891238,0.9962195302552161,0.9955179704491198,0.9984441744891238,0.9911189558091923,0.9971973022791454,0.9996380535877752,0.9999411339294891,0.9981184129442426,0.9976875500489643,0.9976739395512728,0.9992894776041643,0.9966613418379453,0.9956474071396212,0.998962592424042,0.9970824313355223,0.998730841391871,0.9997770789978351,0.9987814455315454,0.9999227561308289,0.9998064444798577,0.9931984760245774,0.9882843992727279,0.9981995099637734,0.998792831243122,0.9947405964507722,0.9956474071396214,0.9947405964507722,0.9947405964507722,0.9956474071396212,0.9985871665020313,0.9960020878208624,0.9953667447259666,0.9947405964507722,0.9911867663835319,0.9981781799299043,0.9995790244459025,0.9999013811570386,0.9977090562990854,0.9983722496321622,0.997965953196839,0.9985871665020313,0.9975301905747486,0.9956333406889452,0.9985507614843149,0.997081419744394,0.9987017897362793,0.9996622418084317,0.9984335900773899,0.9999317188699886,0.9998632329406264,0.9931318483890431,0.9823630921730969,0.9978036518252625,0.9989326585730522,0.9823630921730969,0.995633340688945,0.9948502847188047,0.9948502847188047,0.9956333406889452,0.9973823469623223,0.9966758946506115,0.995988520190325,0.9973823469623223,0.9913424321629736,0.9977782643448657,0.9978198933574786,0.9998408411589876,0.9979603845715522,0.9980390105766175,0.997965953196839,0.998786895879218,0.9967064788296541,1
5,0.9848684729809667,0.9997735133408657,0.9991703121812655,0.9997713071557585,0.9992690595773296,1.0,0.9968537226392052,0.9974239472693164,0.9728458051734119,0.9542993416008687,0.9999175215679749,0.9921982145001907,0.9542993416008687,0.9848684729809668,0.9832306016349232,0.9832306016349232,0.9848684729809667,0.9895331775222272,0.9990049053504929,0.9986414882446434,0.9832306016349232,0.9954713799946705,0.9994149053756138,0.9969056678864793,0.9987288974540806,0.9998415596265252,0.9997501191348765,0.9997653403054008,0.993436513801811,0.9992103524287781,0.9902214597528407,0.9996338692894472,0.9988303454594091,0.9997086053034239,0.9996144025393809,0.9999175215679749,0.9980344493752995,0.9984140039875155,0.9824616314549783,0.9727061176704613,0.9998311493372507,0.9948894471694966,0.9832306016349232,0.9936683234446384,0.993436513801811,0.993436513801811,0.9902214597528407,0.9959084308508999,0.9987493455414843,0.998359841532697,0.9959084308508999,0.9953649757791897,0.9991234778222037,0.9980924387683733,0.9996144025393808,0.9996898767880305,0.9994840297219214,0.9995218809780112,0.9974918675993092,0.9988810850751855,0.9915355098374448,0.9999078055579601,0.9991880853352216,0.9998328225758377,0.9997445072676308,0.9998897270919171,0.9987288974540806,0.9985316467068057,0.9881354310177095,0.9818768950633948,0.9997041441864811,0.996337800194003,0.9902214597528407,0.991535509837445,0.9902214597528405,0.9902214597528405,0.9915355098374448,0.9959282250007524,0.9986232343911183,0.9982339958794612,0.9902214597528405,0.9953967581202302,0.9996153261347419,0.9981228735360046,0.9995075182172779,0.9995247546634836,0.9997444139289855,0.9996492666034843,0.9959282250007524,0.9993633600325007,0.9914254458357107,0.9997185596405435,0.9991703121812655,0.9998394218914847,0.9997774431523871,0.9997998675880974,0.9990071824271318,0.9986951230190372,0.9881520408573945,0.9747936067240699,0.9995555498634167,0.9965186102901895,0.9747936067240699,0.9914254458357107,0.9904624035934588,0.9904624035934588,0.9914254458357107,0.9940844792191484,0.9990049053504929,0.9986414882446434,0.9940844792191484,0.9955266019685001,0.9994848723576979,0.994698846005685,0.9995857317330394,0.9996326777429593,0.9996277775985547,0.9996492666034843,0.9963686711635381,0.9988652771998328,-1
6,0.9952691724247382,0.9959514180910779,0.9930172404907404,0.9966166388643598,0.9990275469702654,0.9968537226392052,1.0,0.9997124224935285,0.9881307628772366,0.9746208975831862,0.9957535034927286,0.9988708560147074,0.9746208975831862,0.9952691724247382,0.9942697618613846,0.9942697618613846,0.9952691724247382,0.9975418268597261,0.992343973312237,0.9913962707167384,0.9942697618613846,0.9848051078475848,0.9942657631337853,0.9995837182656634,0.999471307418787,0.9955907977148729,0.9951919237912109,0.9949286078422352,0.9990590309535655,0.99331017414297,0.9979294590421749,0.9948605224583523,0.9920055824435672,0.9953837059241581,0.9985139792392698,0.9957535034927286,0.9998615971839013,0.9994516585653819,0.9941503368064426,0.9877004282939594,0.9952288724100136,0.9996732872328515,0.9942697618613846,0.9992112128214949,0.9990590309535657,0.9990590309535657,0.9979294590421749,0.9996083999134191,0.9916576848151234,0.990702321757532,0.9996083999134191,0.9846111900027416,0.9930931879405219,0.9993945477742957,0.9985139792392698,0.9947457489242114,0.9939806888028254,0.9939414488580605,0.9996123814194303,0.992252986351094,0.9985503869860739,0.9961736640514948,0.992941661465104,0.9956489134238757,0.9980562029964897,0.995741726616651,0.9994713074187871,0.9994913509449599,0.9971126219918357,0.9937201220823834,0.9947148680603615,0.9998151963087463,0.9979294590421749,0.9985503869860741,0.9979294590421749,0.9979294590421749,0.9985503869860739,0.9996961484816792,0.9913356831766724,0.9903989295507785,0.9979294590421749,0.9846707014458521,0.9947981052029549,0.999394829349433,0.9985891618798467,0.9939972751178449,0.9950582957242877,0.9944242361836683,0.9996961484816793,0.9937029513203307,0.9983840664667826,0.9953966076885122,0.9930172404907404,0.9956523552357985,0.997627726707555,0.9951740390090434,0.9992847706106985,0.9992465515637982,0.9971259038579086,0.9891845214932193,0.9941049555381083,0.999694668107615,0.9891845214932193,0.9983840664667828,0.9980533659074351,0.9980533659074351,0.9983840664667826,0.999348870095705,0.992343973312237,0.9913962707167384,0.999348870095705,0.984906158512897,0.9941512783981772,0.9993531973851698,0.9982152243788995,0.9944141531087567,0.9945710050959147,0.9944242361836683,0.9997566421905525,0.9923369493282517,1
7,0.9946779266286222,0.9969600627656158,0.9942124770444041,0.9975534113484312,0.9993838405082515,0.9974239472693166,0.9997124224935284,1.0,0.9861858992508825,0.9728516643070119,0.9964623830080207,0.9983764184217157,0.9728516643070119,0.9946779266286222,0.993539224300548,0.993539224300548,0.9946779266286222,0.9971488431974781,0.9934393848060599,0.9924275122305014,0.993539224300548,0.9864202167456114,0.9955270385373167,0.9998919243059017,0.9997066895401906,0.9961896461128462,0.9961292530525079,0.9957917026458245,0.998931301659261,0.9945955512934715,0.9976305562831097,0.9959652785225739,0.993272918062695,0.9964392692660571,0.9989757805925691,0.9964623830080206,0.999753917412259,0.9998742354709528,0.9926968214822466,0.9865282054791518,0.9959974522044055,0.9994114998074551,0.9935392243005482,0.9991469146630308,0.998931301659261,0.998931301659261,0.9976305562831097,0.9996940568279469,0.9928088700208227,0.9917960010098887,0.9996940568279469,0.9862375782136195,0.9944310788981426,0.9998460794661256,0.9989757805925691,0.9954480276877806,0.9950285857233724,0.9949005539032104,0.9998731223233914,0.9936054679381869,0.9980635343482174,0.997025698716159,0.9941067471571388,0.9966335946875623,0.998619200527989,0.996577579045186,0.9997066895401906,0.9997353861847561,0.9963340704089152,0.9925878400179797,0.995653890791307,0.9997555917224342,0.9976305562831097,0.9980635343482174,0.9976305562831098,0.9976305562831098,0.9980635343482174,0.999823877408847,0.9925122313339343,0.9916481689684492,0.9976305562831098,0.986312263038318,0.9959036031510514,0.9998275790199427,0.9990594580131745,0.9948440590474534,0.9960472896624102,0.9953374621623896,0.999823877408847,0.9948939142640552,0.9980747550977487,0.9964557677364836,0.9942124770444041,0.996584989500821,0.9983422155555359,0.9960086491447602,0.9994851125607437,0.9996580857147175,0.9961991282452306,0.988005944800648,0.9950461617078363,0.9998112963406893,0.988005944800648,0.9980747550977489,0.9976505264668274,0.9976505264668274,0.9980747550977487,0.999210646466194,0.9934393848060599,0.9924275122305014,0.999210646466194,0.9865153605988453,0.9952584990903947,0.9994954957850788,0.998842375895556,0.9952170370459713,0.9955666675787141,0.9953374621623896,0.9998315430366795,0.9937571794656709,1
8,0.9975442776622838,0.9706499515625594,0.9632509713759734,0.9725967191043793,0.9806101166864865,0.9728458051734119,0.9881307628772366,0.9861858992508826,1.0,0.99649398224414,0.9697929334985413,0.993856133126227,0.99649398224414,0.9975442776622838,0.99780018449117,0.99780018449117,0.9975442776622838,0.9951402161110879,0.9616055481230579,0.9595425053756854,0.99780018449117,0.946439631663155,0.9664227152466558,0.9868145188140317,0.9829527833134794,0.9694650381943632,0.9684775131581536,0.9676791126943629,0.9920057464291587,0.9640287589174409,0.9949382126047606,0.9677350943417367,0.9609557264395294,0.9691179859732322,0.9784411747418335,0.9697929334985413,0.9854383237661795,0.9835056827132047,0.9989417481427717,0.9990141121372256,0.9684283661510195,0.9909835785503704,0.9978001844911703,0.9920008724306064,0.9920057464291587,0.9920057464291587,0.9949382126047606,0.988819274063776,0.960096821576672,0.95806196714069,0.988819274063776,0.946079593186393,0.9635635100786164,0.9839621207048556,0.9784411747418335,0.9672914028258206,0.9654563123701089,0.9652683717806744,0.9857621400461524,0.9615798281147139,0.9942046875147925,0.971038662145627,0.9629958302124586,0.969651672924014,0.9768522877391072,0.9698124109302149,0.9829527833134794,0.9833935912399475,0.9965957930173011,0.9988187318535885,0.9671735777538921,0.9885910001913962,0.9949382126047606,0.9942046875147926,0.9949382126047608,0.9949382126047608,0.9942046875147925,0.9890371443000499,0.9594009621169476,0.9574199339988371,0.9949382126047608,0.9461917754452485,0.9675887688609943,0.9839039591936477,0.9788678592465432,0.9654258191103648,0.968098366623326,0.9664312668776177,0.9890371443000499,0.9648791616303122,0.9939323279915049,0.9691363681590699,0.9632509713759734,0.9696489335358248,0.9755372755743926,0.9683288739412287,0.9818687557931011,0.9823619363973217,0.9966023865114787,0.9993021368852297,0.965680571318068,0.9878886324857363,0.9993021368852297,0.9939323279915049,0.994833071170875,0.994833071170875,0.9939323279915049,0.9915963158130732,0.9616055481230579,0.9595425053756854,0.9915963158130732,0.9466276845043208,0.9659528130360362,0.990418285740196,0.9776243544525014,0.9664339734222577,0.9669014890224007,0.9664312668776177,0.9883601889040471,0.961855642227464,1
9,0.9912701808821781,0.9525203392977103,0.9430455925452612,0.9551540017355261,0.9645827938271375,0.9542993416008688,0.9746208975831862,0.9728516643070118,0.99649398224414,1.0,0.9504413573660497,0.9835253420964941,1.0,0.9912701808821786,0.9927616295906181,0.9927616295906181,0.9912701808821781,0.9873589790136648,0.9403333057323101,0.9375346423229675,0.9927616295906181,0.9220621708946511,0.9474040456111045,0.974179160207545,0.9677287244506173,0.9495373663463633,0.9494451576508042,0.9479613509456214,0.9820808245908413,0.9442121438531497,0.9863024855160016,0.9487622796942536,0.9401597131909166,0.9506259196086072,0.9617146455827206,0.9504413573660496,0.9708642528904868,0.9690973301433455,0.9924317677713398,0.9975893981510523,0.9487309093690685,0.9790845794657106,0.9927616295906182,0.9814793637208004,0.9820808245908413,0.9820808245908413,0.9863024855160016,0.9771772017456398,0.9384847072929057,0.9357471694486837,0.9771772017456398,0.9216328432105668,0.9437366111099598,0.9701136227857147,0.9617146455827207,0.9468542463076486,0.9456139322428888,0.9449513437388941,0.9727160373399395,0.941107007798896,0.984702943190787,0.952440751177834,0.9423903183511435,0.9508009624152687,0.9599647646159253,0.9506200178324699,0.9677287244506173,0.9687333540691763,0.988190736741558,0.9928277073356441,0.947304633929961,0.9760645505596746,0.9863024855160016,0.9847029431907871,0.9863024855160016,0.9863024855160016,0.984702943190787,0.976978327981994,0.9376344358401664,0.935241412183051,0.9863024855160016,0.921757529079331,0.9486562143235928,0.970105141930301,0.9626261617678574,0.9447867412180263,0.9488013996324868,0.9464004438041008,0.976978327981994,0.9451935407633478,0.9846546677057386,0.9505634045617148,0.9430455925452612,0.9507717669475065,0.9584157266006981,0.9486985749518474,0.9661826268592619,0.9675452092474607,0.988061771127668,0.9964913105213947,0.9453928679168185,0.975328652690193,0.9964913105213947,0.9846546677057386,0.9860418418658701,0.9860418418658701,0.9846546677057386,0.9807856043470086,0.9403333057323101,0.9375346423229675,0.9807856043470086,0.9222865166424089,0.9464694999407208,0.9795222368619664,0.9611658415326155,0.9460298463831193,0.9474415621497422,0.9464004438041007,0.9759305064338313,0.9416761001958189,1
