,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79,FM_80,FM_81,FM_82,FM_83,FM_84,FM_85,FM_86,FM_87,FM_88,FM_89,FM_90,Labels
0,1.0,0.9837106793444723,0.9779078933918927,0.9851711346912293,0.9906576149673486,0.9848684729809667,0.9952691724247382,0.9946779266286222,0.9975442776622838,0.9912701808821786,0.9825998936083034,0.9986405188341198,0.9912701808821786,0.9999999999999999,0.9996696753703542,0.9996696753703542,1.0,0.9992936938577595,0.9763994669601913,0.9745683331519034,0.9996696753703542,0.9642511142220594,0.9806113574038767,0.9951115886696902,0.9922559129546635,0.9821556534380591,0.9818487571983066,0.9810972958255825,0.9979468407041221,0.9786776369157411,0.9994096464860897,0.9814781246526424,0.9760985088212526,0.9825336254579157,0.9891372203059933,0.9825998936083035,0.9936056377896952,0.9929188118833814,0.9993524396876845,0.9978794682542935,0.9815725697176053,0.9972132359217826,0.9996696753703544,0.9980843408087247,0.9979468407041221,0.9979468407041221,0.9994096464860897,0.996193866059762,0.975216242092076,0.9734125823819099,0.996193866059762,0.963956619841476,0.978364054754531,0.9932655905005088,0.9891372203059933,0.9805288789373052,0.9795268658808686,0.9792499916456583,0.9943098814157377,0.9767390819736498,0.998800074365149,0.9838161346098373,0.9776607061545478,0.982882306979168,0.9880346517154575,0.982800244787352,0.9922559129546639,0.9925845666516897,0.9996090922478252,0.9996175262876134,0.980791471016423,0.9958782628640872,0.9994096464860897,0.998800074365149,0.9994096464860894,0.9994096464860894,0.998800074365149,0.9964364018826666,0.9746683208779393,0.9731031352507812,0.9994096464860894,0.9640761017511951,0.9813576255139572,0.9931966821104887,0.9894723450885727,0.9792091561586692,0.9816195252731492,0.9801437372375842,0.9964364018826666,0.9792520147646454,1
1,0.9837106793444722,1.0,0.9995033067486917,0.9999294531705227,0.9988423732357659,0.999773513340866,0.995951418091078,0.9969600627656156,0.9706499515625594,0.9525203392977103,0.9998006741396799,0.9910879131907725,0.9525203392977103,0.9837106793444722,0.9821822524358111,0.9821822524358111,0.9837106793444722,0.9887239256073748,0.9992022944887795,0.9987687733474412,0.9821822524358111,0.9960759036146987,0.9998121352561773,0.9965453453854209,0.9982047187066929,0.9995929644695273,0.9998823199056148,0.9997768705559797,0.9928157065512068,0.9996152436794141,0.9892936786482459,0.9999261345075662,0.9992147129222222,0.9999501362696397,0.9992728786580701,0.9998006741396798,0.9972735242145141,0.9980573664305563,0.9806475946971663,0.9713461255008432,0.9997615434318354,0.9939655524916423,0.9821822524358113,0.9929257173504249,0.9928157065512068,0.9928157065512068,0.9892936786482459,0.9954395754001093,0.998990484074335,0.9985374092227467,0.9954395754001093,0.9959784215601902,0.9995734501836004,0.9978386607051427,0.9992728786580701,0.9995264338146305,0.9996966861013796,0.9996089162222805,0.997147925901768,0.9993330521346176,0.9906186095551263,0.9999297381022775,0.9994134888892283,0.9999246155629816,0.9995936490823467,0.9998508041494852,0.9982047187066929,0.9981473289871288,0.986798044140181,0.9802576387450641,0.9997488714127619,0.9957318244185306,0.9892936786482459,0.990618609555126,0.9892936786482461,0.9892936786482461,0.9906186095551263,0.9953375777078434,0.9988842743717795,0.998522401686743,0.9892936786482461,0.996013279868184,0.9998919419886103,0.9979170118555368,0.9992887434912592,0.9995160462599474,0.999826303041372,0.9997002139796818,0.9953375777078434,0.9997000711103262,1
2,0.9779078933918927,0.9995033067486917,1.0,0.9992411838758551,0.9970814197443942,0.9991703121812657,0.9930172404907407,0.9942124770444041,0.9632509713759736,0.9430455925452612,0.9995755263405687,0.986731302648552,0.9430455925452612,0.9779078933918925,0.9761664606494797,0.9761664606494797,0.9779078933918927,0.9838432861113059,0.9998670616306551,0.9997323580595723,0.9761664606494797,0.9982702752287016,0.9998443699790411,0.9935795082823919,0.9960735249780553,0.9994022765306644,0.9997930182471148,0.9997934955336909,0.9888308312194092,0.9999426097503609,0.9845027756888889,0.9997969054881168,0.9999630441374576,0.9997063607736609,0.9978353585654842,0.9995755263405687,0.9948270738718948,0.9957826427326962,0.97456693991372,0.9638531322221783,0.9996992828168746,0.9903166129334745,0.9761664606494799,0.9889500506239597,0.9888308312194092,0.9888308312194092,0.9845027756888889,0.9921776909158202,0.9998180478908598,0.9996518443909856,0.9921776909158202,0.9982055605618494,0.9999447306009409,0.995398747596584,0.9978353585654842,0.9995933191198705,0.9999599315971999,0.99990282274861,0.994480845430092,0.999940090617145,0.9860443066515333,0.9994697099261386,0.9999473855096611,0.9996289724911932,0.9983253781598661,0.9995626475659537,0.9960735249780552,0.995870714957092,0.9815794398385683,0.9739692572492057,0.9997784784292714,0.9924984818920274,0.9845027756888889,0.9860443066515333,0.9845027756888887,0.9845027756888887,0.9860443066515333,0.9920313109550705,0.9997858945182149,0.9996634961061632,0.9845027756888887,0.9982154008116838,0.9998352932758573,0.9954858786815749,0.9977270604955283,0.9997677982719759,0.9997765737340475,0.9998615925649276,0.9920313109550705,0.9999640840925406,-1
3,0.9851711346912294,0.9999294531705227,0.9992411838758551,1.0,0.9991147374354336,0.9997713071557585,0.99661663886436,0.997553411348431,0.9725967191043795,0.9551540017355262,0.9996903237852762,0.9920753020353945,0.9551540017355262,0.9851711346912293,0.9837973725654724,0.9837973725654724,0.9851711346912294,0.9900052655324965,0.9988005529569938,0.9983195536289139,0.9837973725654724,0.9952788579620067,0.9996310678512522,0.9971576112831487,0.9985789736021554,0.9994095985854432,0.9997795728157914,0.9996115380082102,0.9938338178139595,0.9993415123716922,0.9904667272283554,0.9997541468225953,0.9988757477510531,0.9998881470113148,0.9994562602846907,0.999690323785276,0.997799003055883,0.998516686624613,0.9822155173596208,0.9733959533068517,0.9996046072192863,0.9947578377339793,0.9837973725654725,0.9938673731051448,0.9938338178139593,0.9938338178139593,0.9904667272283554,0.9962453316820613,0.9985445001694918,0.9980450168659961,0.9962453316820613,0.9951718775685505,0.9992951412546509,0.9983054206057126,0.9994562602846907,0.9992740608884403,0.9994882959494841,0.9993631021280059,0.9977790459977666,0.9989798777377501,0.9916219964085985,0.9998617580182084,0.9991255751862949,0.9998234872413891,0.9997048483742325,0.9997181760652667,0.9985789736021554,0.9985303489713728,0.9880232493383287,0.981778243599251,0.9995289318243304,0.9963729915814673,0.9904667272283554,0.9916219964085985,0.9904667272283553,0.9904667272283553,0.9916219964085985,0.9960893395426401,0.9984181667571599,0.9980309268704486,0.9904667272283553,0.99519704512751,0.9997741655702265,0.9983861141971448,0.9994790116421444,0.9992056624660732,0.9997135923365674,0.9994928646264098,0.9960893395426401,0.9994867098557771,1
4,0.9906576149673485,0.9988423732357659,0.997081419744394,0.9991147374354334,1.0,0.9992690595773296,0.9990275469702654,0.9993838405082515,0.9806101166864865,0.9645827938271379,0.9987163450853422,0.9961793743594471,0.9645827938271379,0.9906576149673485,0.9891919081701949,0.9891919081701949,0.9906576149673485,0.9940808564895812,0.9966758946506116,0.995988520190325,0.9891919081701949,0.9912659530223549,0.9979119627110068,0.9991063348076679,0.9999227561308289,0.9985897529132747,0.9983932265420573,0.9982618760147404,0.9968702907424836,0.9973396658747615,0.9947405964507722,0.9982523266230835,0.9964280465169487,0.9985026452679456,0.9999411339294891,0.9987163450853423,0.9995997146163337,0.9997826356424822,0.9885714923504854,0.9805105087617564,0.9984274433578236,0.9979833575650288,0.9891919081701949,0.9971655380770836,0.9968702907424836,0.9968702907424836,0.9947405964507722,0.9984441744891241,0.9962195302552161,0.9955179704491195,0.9984441744891241,0.9911189558091924,0.9971973022791454,0.9996380535877752,0.9999411339294894,0.9981184129442427,0.9976875500489643,0.9976739395512725,0.9992894776041643,0.9966613418379453,0.9956474071396212,0.9989625924240422,0.9970824313355225,0.998730841391871,0.999777078997835,0.9987814455315454,0.9999227561308288,0.9998064444798579,0.9931984760245776,0.9882843992727278,0.9981995099637734,0.9987928312431222,0.9947405964507722,0.9956474071396214,0.9947405964507722,0.9947405964507722,0.9956474071396212,0.9985871665020313,0.9960020878208623,0.9953667447259665,0.9947405964507722,0.9911867663835319,0.9981781799299044,0.9995790244459023,0.9999013811570387,0.9977090562990852,0.9983722496321621,0.9979659531968388,0.9985871665020313,0.9975301905747486,1
5,0.9848684729809668,0.999773513340866,0.9991703121812655,0.9997713071557585,0.9992690595773296,1.0,0.9968537226392056,0.9974239472693166,0.972845805173412,0.9542993416008688,0.9999175215679745,0.992198214500191,0.9542993416008688,0.9848684729809667,0.9832306016349232,0.9832306016349232,0.9848684729809668,0.9895331775222272,0.9990049053504929,0.9986414882446435,0.9832306016349232,0.9954713799946705,0.9994149053756138,0.9969056678864788,0.9987288974540804,0.999841559626525,0.9997501191348763,0.9997653403054008,0.9934365138018111,0.9992103524287781,0.9902214597528407,0.9996338692894474,0.9988303454594089,0.9997086053034239,0.9996144025393808,0.9999175215679749,0.9980344493752995,0.9984140039875153,0.9824616314549783,0.9727061176704612,0.9998311493372507,0.9948894471694966,0.9832306016349232,0.9936683234446384,0.9934365138018111,0.9934365138018111,0.9902214597528407,0.9959084308508999,0.9987493455414843,0.9983598415326971,0.9959084308508999,0.9953649757791897,0.9991234778222035,0.9980924387683733,0.9996144025393808,0.9996898767880305,0.9994840297219214,0.9995218809780112,0.9974918675993092,0.9988810850751855,0.9915355098374448,0.9999078055579603,0.999188085335222,0.9998328225758377,0.9997445072676306,0.9998897270919171,0.9987288974540806,0.9985316467068057,0.9881354310177093,0.9818768950633947,0.9997041441864811,0.9963378001940033,0.9902214597528407,0.991535509837445,0.9902214597528405,0.9902214597528405,0.9915355098374448,0.9959282250007524,0.9986232343911184,0.9982339958794613,0.9902214597528405,0.9953967581202302,0.9996153261347421,0.9981228735360046,0.999507518217278,0.9995247546634833,0.9997444139289855,0.9996492666034843,0.9959282250007524,0.9993633600325009,-1
6,0.9952691724247384,0.995951418091078,0.9930172404907407,0.99661663886436,0.9990275469702654,0.9968537226392055,1.0,0.9997124224935284,0.9881307628772368,0.9746208975831865,0.9957535034927288,0.9988708560147076,0.9746208975831865,0.9952691724247382,0.9942697618613848,0.9942697618613848,0.9952691724247384,0.9975418268597261,0.9923439733122369,0.9913962707167386,0.9942697618613848,0.984805107847585,0.9942657631337852,0.9995837182656636,0.9994713074187871,0.9955907977148732,0.9951919237912111,0.9949286078422355,0.9990590309535659,0.99331017414297,0.997929459042175,0.9948605224583524,0.9920055824435671,0.9953837059241581,0.9985139792392702,0.9957535034927288,0.9998615971839016,0.999451658565382,0.9941503368064428,0.9877004282939594,0.9952288724100136,0.9996732872328516,0.9942697618613848,0.9992112128214953,0.9990590309535661,0.9990590309535661,0.997929459042175,0.9996083999134192,0.9916576848151236,0.990702321757532,0.9996083999134192,0.9846111900027416,0.9930931879405219,0.9993945477742958,0.99851397923927,0.9947457489242115,0.9939806888028254,0.9939414488580604,0.9996123814194304,0.992252986351094,0.9985503869860742,0.996173664051495,0.9929416614651042,0.9956489134238758,0.9980562029964896,0.9957417266166512,0.9994713074187872,0.9994913509449599,0.9971126219918359,0.9937201220823834,0.9947148680603615,0.9998151963087465,0.997929459042175,0.9985503869860742,0.997929459042175,0.997929459042175,0.9985503869860742,0.9996961484816794,0.9913356831766728,0.9903989295507785,0.997929459042175,0.9846707014458526,0.994798105202955,0.999394829349433,0.9985891618798468,0.9939972751178447,0.995058295724288,0.9944242361836684,0.9996961484816794,0.9937029513203309,1
7,0.9946779266286222,0.9969600627656159,0.9942124770444041,0.997553411348431,0.9993838405082515,0.9974239472693166,0.9997124224935285,1.0,0.9861858992508826,0.9728516643070119,0.9964623830080205,0.9983764184217159,0.9728516643070119,0.9946779266286222,0.993539224300548,0.993539224300548,0.9946779266286222,0.9971488431974783,0.9934393848060599,0.9924275122305014,0.993539224300548,0.9864202167456114,0.9955270385373167,0.9998919243059019,0.9997066895401906,0.9961896461128463,0.9961292530525079,0.9957917026458245,0.9989313016592611,0.9945955512934713,0.9976305562831097,0.995965278522574,0.993272918062695,0.9964392692660571,0.9989757805925691,0.9964623830080206,0.999753917412259,0.9998742354709527,0.9926968214822466,0.9865282054791518,0.9959974522044056,0.9994114998074549,0.993539224300548,0.999146914663031,0.998931301659261,0.998931301659261,0.9976305562831097,0.999694056827947,0.9928088700208227,0.9917960010098887,0.999694056827947,0.9862375782136196,0.9944310788981426,0.9998460794661256,0.9989757805925691,0.9954480276877807,0.9950285857233723,0.9949005539032103,0.9998731223233912,0.993605467938187,0.9980635343482174,0.9970256987161592,0.994106747157139,0.9966335946875623,0.998619200527989,0.996577579045186,0.9997066895401906,0.9997353861847562,0.9963340704089151,0.9925878400179798,0.995653890791307,0.9997555917224342,0.9976305562831097,0.9980635343482175,0.9976305562831097,0.9976305562831097,0.9980635343482174,0.999823877408847,0.9925122313339343,0.9916481689684492,0.9976305562831097,0.9863122630383181,0.9959036031510518,0.9998275790199428,0.9990594580131749,0.9948440590474534,0.9960472896624102,0.9953374621623896,0.9998238774088473,0.9948939142640552,1
8,0.9975442776622838,0.9706499515625593,0.9632509713759735,0.9725967191043795,0.9806101166864867,0.972845805173412,0.9881307628772366,0.9861858992508825,1.0,0.9964939822441402,0.9697929334985413,0.993856133126227,0.9964939822441402,0.9975442776622836,0.99780018449117,0.99780018449117,0.9975442776622838,0.9951402161110879,0.9616055481230578,0.9595425053756855,0.99780018449117,0.9464396316631553,0.9664227152466559,0.9868145188140317,0.9829527833134796,0.9694650381943634,0.9684775131581536,0.9676791126943631,0.9920057464291588,0.9640287589174408,0.9949382126047608,0.9677350943417369,0.9609557264395294,0.9691179859732323,0.9784411747418337,0.9697929334985413,0.9854383237661796,0.9835056827132047,0.9989417481427717,0.9990141121372258,0.9684283661510195,0.9909835785503704,0.99780018449117,0.9920008724306064,0.9920057464291588,0.9920057464291588,0.9949382126047608,0.9888192740637762,0.960096821576672,0.95806196714069,0.9888192740637762,0.9460795931863932,0.9635635100786165,0.9839621207048558,0.9784411747418337,0.9672914028258206,0.965456312370109,0.9652683717806744,0.9857621400461524,0.9615798281147139,0.9942046875147925,0.9710386621456272,0.9629958302124588,0.9696516729240141,0.9768522877391072,0.9698124109302149,0.9829527833134794,0.9833935912399473,0.9965957930173011,0.9988187318535887,0.9671735777538922,0.9885910001913963,0.9949382126047608,0.9942046875147929,0.9949382126047605,0.9949382126047605,0.9942046875147925,0.9890371443000499,0.9594009621169476,0.9574199339988371,0.9949382126047605,0.9461917754452485,0.9675887688609945,0.9839039591936477,0.9788678592465431,0.9654258191103652,0.9680983666233258,0.9664312668776178,0.9890371443000501,0.9648791616303125,1
9,0.9912701808821786,0.9525203392977103,0.9430455925452612,0.9551540017355261,0.9645827938271376,0.954299341600869,0.9746208975831867,0.9728516643070119,0.9964939822441402,1.0,0.9504413573660497,0.9835253420964944,1.0,0.9912701808821783,0.9927616295906181,0.9927616295906181,0.9912701808821786,0.9873589790136645,0.9403333057323103,0.9375346423229676,0.9927616295906181,0.922062170894651,0.9474040456111045,0.974179160207545,0.9677287244506174,0.9495373663463634,0.9494451576508043,0.9479613509456216,0.9820808245908416,0.9442121438531497,0.9863024855160019,0.9487622796942536,0.9401597131909167,0.9506259196086073,0.9617146455827207,0.9504413573660497,0.9708642528904868,0.9690973301433454,0.99243176777134,0.9975893981510523,0.9487309093690683,0.9790845794657106,0.9927616295906183,0.9814793637208004,0.9820808245908416,0.9820808245908416,0.9863024855160019,0.9771772017456402,0.9384847072929058,0.935747169448684,0.9771772017456402,0.921632843210567,0.9437366111099598,0.9701136227857148,0.9617146455827207,0.9468542463076489,0.9456139322428888,0.9449513437388941,0.9727160373399395,0.9411070077988962,0.9847029431907871,0.9524407511778344,0.9423903183511436,0.9508009624152687,0.9599647646159251,0.95062001783247,0.9677287244506174,0.9687333540691763,0.9881907367415581,0.9928277073356442,0.9473046339299611,0.976064550559675,0.9863024855160019,0.984702943190787,0.9863024855160019,0.9863024855160019,0.9847029431907871,0.9769783279819942,0.9376344358401664,0.9352414121830509,0.9863024855160019,0.9217575290793308,0.948656214323593,0.9701051419303011,0.9626261617678574,0.9447867412180264,0.9488013996324868,0.9464004438041008,0.9769783279819944,0.945193540763348,1
