,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79,FM_80,FM_81,FM_82,FM_83,FM_84,FM_85,FM_86,FM_87,FM_88,FM_89,FM_90,FM_91,FM_92,FM_93,FM_94,FM_95,FM_96,FM_97,FM_98,FM_99,FM_100,FM_101,FM_102,Labels
0,1.0,0.9974966848970315,0.9996975209406486,0.9976825491968082,0.9791436120838991,0.9990823580538654,0.9840367711435689,0.9994980805661781,0.9832510334329219,0.9959813172066903,0.9959968885346963,0.9957943965503483,0.9957943965503483,0.9873419622720214,0.9873419622720214,0.9810067459514177,0.9985632224696819,0.9919917327179119,0.9945120622772939,0.9976302520645614,0.9854455680871173,0.9724455140690398,0.9976302520645614,0.9950443398965124,0.9981939784588647,0.9976825491968082,0.9803802064058202,0.972857191632036,0.9957109121716679,0.9957109121716679,0.9973538328555859,0.9754650807089253,0.9688544557470802,0.9988945095293564,0.9866739083155511,0.9996133974039887,0.9680870063988517,0.9974966848970315,0.9768220830919361,0.997787472363991,0.9741577200203607,0.9735300420967,0.99357908300711,0.9759186000291189,0.998715714078442,0.9992977625948573,0.9762850908404305,0.9798683578658998,0.9908778175585214,0.9944377627506168,0.9722366533355955,0.9835828965717262,0.9777394874005648,0.9777394874005648,0.9996298748027388,0.9959944992660331,0.9716714346509726,0.9758740758600544,0.9777727130412306,0.9827267818933337,0.9926166595536486,0.9926166595536486,0.9945698256089126,0.9859705487400277,0.9777727130412306,0.9926166595536486,0.9684823102539768,0.9849542363333667,0.9942934805017415,0.9957943965503483,0.9746040385410224,0.9996298748027388,0.9860479250575553,0.9972761265315507,0.9706603815330312,0.9895437223403785,0.9835828965717262,0.993921096599647,0.9928668484969713,0.9926166595536486,0.9724503339711107,0.9959944992660331,0.9959944992660331,0.9957943965503483,0.9784713977315067,0.9859705487400277,0.9996298748027388,0.9784713977315067,0.9937418239314904,0.9942934805017415,0.9777727130412306,0.9928668484969713,0.9942934805017415,0.9952277915053764,0.9989129173352084,0.9835828965717262,0.9835828965717262,0.9758740758600544,0.9706603815330312,0.9684823102539768,0.9895437223403785,0.9922386526544812,1
1,0.9974966848970315,1.0,0.997909115522434,0.9991265682615397,0.9903661907712492,0.997726069716972,0.9936115280943691,0.9990117556776893,0.9931107123110964,0.9994661509010694,0.9995975994839716,0.9991775708268225,0.9991775708268225,0.9957396034923809,0.9957396034923809,0.9916397303940331,0.9994915784756305,0.9980629971285838,0.998940771800299,0.9998111905689147,0.9944207401696736,0.98563482443835,0.9998111905689147,0.9990168134451823,0.9944520041497008,0.9991265682615397,0.9911239771252364,0.9860094531770599,0.9994224122576981,0.9994224122576981,0.9998012039335841,0.9878466123550039,0.9830600985816647,0.9942301449713046,0.9952328749148422,0.9983575203032227,0.9824563772993734,1.0,0.9885954834493671,0.9997274297903197,0.9868817246929986,0.9864972877557739,0.998792047865863,0.9881673722601576,0.9980453803217771,0.9992972588986875,0.988370693673963,0.9908989614958479,0.9976936280779486,0.9991275897641936,0.9854903254110585,0.9932741739991139,0.9893836109768083,0.9893836109768083,0.997328887095246,0.9997947400572501,0.9851439012517336,0.9880913759861232,0.989446139372341,0.9927405225030509,0.9983707797246308,0.9983707797246308,0.9991122910351415,0.9948446121227011,0.989446139372341,0.9983707797246308,0.9827510080689268,0.9942841390209938,0.9990655668813918,0.9991775708268225,0.9871919399133822,0.997328887095246,0.9948845021266298,0.9997940394175513,0.9844002832040823,0.9969891732047251,0.9932741739991139,0.9989449847916141,0.9986693485913763,0.9983707797246308,0.9856686627199195,0.9997947400572501,0.9997947400572501,0.9991775708268225,0.9898976230634976,0.9948446121227011,0.997328887095246,0.9898976230634976,0.9990062946041405,0.9990655668813918,0.989446139372341,0.9986693485913763,0.9990655668813918,0.9995225840263801,0.9937643637053702,0.9932741739991139,0.9932741739991139,0.9880913759861232,0.9844002832040823,0.9827510080689268,0.9969891732047251,0.9977231595569926,1
2,0.9996975209406486,0.997909115522434,1.0,0.9979206353131408,0.980106904111713,0.9991400072000245,0.9848983681797733,0.9993722571739133,0.9841320807699799,0.9961922391989765,0.9966072037097966,0.9960247174798238,0.9960247174798238,0.9881438387229856,0.9881438387229856,0.9820172814693403,0.9988001086355861,0.9925005321713734,0.9949356532817372,0.9981597340896898,0.9862516615277128,0.9735460782938804,0.9981597340896898,0.9954666767447871,0.9982777034823037,0.9979206353131408,0.9812455570519861,0.9739701500334004,0.9959781485418866,0.9959781485418866,0.9975782626492661,0.9765746883606323,0.9700369171509059,0.9990315828200409,0.9874661282638253,0.9995939646470497,0.9692753481444057,0.997909115522434,0.9777164603859725,0.9978658748468912,0.9752020323631514,0.9746307857547736,0.9940212263116942,0.9770208801359087,0.9989321039007657,0.9992097790304205,0.9773081635561676,0.9809033135498971,0.991571239638792,0.9948388508064364,0.9733120421024397,0.9844376864501597,0.9788040963409689,0.9788040963409689,0.9998948406514875,0.9964928000051908,0.9728055278844226,0.9768678927436152,0.9787774784457359,0.9835471307749677,0.9933492107751174,0.9933492107751174,0.9949780574532339,0.9867224893653214,0.9787774784457359,0.9933492107751174,0.9696638037343034,0.9858144103692991,0.9949703424272756,0.9960247174798238,0.9756270260779811,0.9998948406514875,0.9869680563046032,0.9978484821735243,0.9718121216017112,0.9902789423339788,0.9844376864501597,0.9944747285807469,0.993497520483697,0.9933492107751174,0.9735603441355647,0.9964928000051908,0.9964928000051908,0.9960247174798238,0.9794029441816557,0.9867224893653214,0.9998948406514875,0.9794029441816557,0.9943321608017844,0.9949703424272756,0.9787774784457359,0.993497520483697,0.9949703424272756,0.9957536211753839,0.9985717430455077,0.9844376864501597,0.9844376864501597,0.9768678927436152,0.9718121216017112,0.9696638037343034,0.9902789423339788,0.9928243362787305,1
3,0.9976825491968082,0.9991265682615397,0.9979206353131408,1.0,0.9879314379552868,0.9969330190249208,0.9921109127944294,0.9991530259721494,0.991547033778728,0.9986307655261849,0.9987049086480189,0.9989183692229526,0.9989183692229526,0.9939460662690193,0.9939460662690193,0.989771616604957,0.9995004075363445,0.9964400153637921,0.9983480220485874,0.9991565253785286,0.9926397522702168,0.9832419672577235,0.9991565253785286,0.9992397325378902,0.9963050420805546,1.0,0.9887934387015542,0.9835907320040032,0.9979683816603931,0.9979683816603931,0.9991201155346376,0.9857589330663771,0.9804444673010286,0.9947250091401924,0.9939569892174297,0.9983169584576281,0.9798928756421561,0.9991265682615398,0.9862547436795681,0.9991553297730468,0.9841707464116622,0.9841131506970863,0.9975426140424809,0.9861101835812494,0.9990639237172123,0.9990560448609694,0.9861943153409377,0.9891213901598978,0.9964591529844381,0.9980678495840665,0.9829874919242511,0.9915672169667894,0.987145039550473,0.987145039550473,0.9977388240605293,0.9987185052141979,0.9826653248858417,0.9857629270124735,0.9874807230871088,0.9907830900774068,0.9971173295435662,0.9971173295435662,0.9978265923395708,0.9933079372867039,0.9874807230871088,0.9971173295435662,0.9802098609454719,0.9925798424111614,0.9979765971239223,0.9989183692229526,0.9848011237257626,0.9977388240605293,0.993376366980162,0.999547547832197,0.9818717150102133,0.995637039757919,0.9915672169667894,0.9981557402123923,0.9972804056139253,0.9971173295435662,0.9833606551010993,0.9987185052141979,0.9987185052141979,0.9989183692229526,0.9877023317832982,0.9933079372867039,0.9977388240605293,0.9877023317832982,0.9980616956540656,0.9979765971239223,0.9874807230871088,0.9972804056139253,0.9979765971239223,0.9987591627705926,0.9939259481247853,0.9915672169667894,0.9915672169667894,0.9857629270124735,0.9818717150102133,0.9802098609454719,0.995637039757919,0.9979756322676928,1
4,0.9791436120838991,0.9903661907712492,0.980106904111713,0.9879314379552868,1.0,0.9805384159989148,0.9994481854503087,0.9846175717680948,0.9995652152926395,0.9933836521253463,0.9930981846431285,0.9922958901588302,0.9922958901588302,0.9988892680107418,0.9988892680107418,0.9998592642694165,0.9872269747161369,0.9968252156255091,0.9947417476294159,0.9903247676214522,0.9993187174718688,0.9994503715171293,0.9903247676214522,0.9931647456263656,0.9717952241937814,0.9879314379552868,0.9999550665641505,0.9995202844922386,0.9933296948438396,0.9933296948438396,0.9907337581417177,0.9997322120305685,0.9989016635411656,0.9704351691271493,0.9988692424982283,0.9810857593004519,0.9987303176127756,0.9903661907712492,0.9998701715032833,0.9904690674570307,0.9997250735548261,0.9995992091816298,0.995705140484156,0.9997622852841722,0.9815525501336761,0.9860598584004919,0.9998173718245343,0.9998297691390309,0.9972766188434319,0.9948043483684406,0.9994425363467869,0.9995966326993893,0.9999331533546525,0.9999331533546525,0.9783084609525847,0.9929626638372221,0.9993627527022872,0.9998184083939966,0.999840744136515,0.9997488727540911,0.9964145508037163,0.9964145508037163,0.9948829946337425,0.9991389703648171,0.999840744136515,0.9964145508037163,0.9988049032159518,0.9993745388843948,0.9950355738864934,0.9922958901588302,0.9997142477531284,0.9783084609525847,0.9991346543648505,0.9904446682841276,0.9992107883042869,0.9979491861592038,0.9995966326993893,0.9950864074843508,0.9961748855314809,0.9964145508037163,0.9994290342105148,0.9929626638372221,0.9929626638372221,0.9922958901588302,0.9999287016240375,0.9991389703648171,0.9783084609525847,0.9999287016240375,0.9952029556782506,0.9950355738864934,0.999840744136515,0.9961748855314809,0.9950355738864934,0.9936072276618458,0.9694588167891267,0.9995966326993893,0.9995966326993893,0.9998184083939966,0.9992107883042869,0.9988049032159518,0.9979491861592038,0.9946244129227756,1
5,0.9990823580538654,0.997726069716972,0.9991400072000245,0.9969330190249208,0.9805384159989148,1.0,0.985128347073373,0.9987354190788844,0.9843835719987629,0.9960053879325098,0.9962166402692076,0.9963051731919268,0.9963051731919268,0.9883547850391659,0.9883547850391659,0.982135790368207,0.9986445128726782,0.9929411709785865,0.9947009602549781,0.9976450342555383,0.9866939110356857,0.9741098772208939,0.9976450342555383,0.9947659275250432,0.9973768587336879,0.9969330190249208,0.981743192100584,0.9744385181113197,0.9964127479872036,0.9964127479872036,0.9976488952021515,0.9768087328774406,0.9705948742479541,0.9979230332804292,0.987619492458691,0.9994417681979937,0.9698686632769944,0.9977260697169722,0.9782028122921775,0.997568187813623,0.9757535834922689,0.9750834376095883,0.9940439965404735,0.9772385367760158,0.9984130434215691,0.9987732066302414,0.9778068914402839,0.9809708680938483,0.9915045495138898,0.995019569416711,0.9739137223009745,0.9847954691976293,0.9791231510775481,0.9791231510775481,0.998825084674012,0.9963961880292583,0.973301109381177,0.9774185823316777,0.9791661447082125,0.9839894464846363,0.9931475653089985,0.9931475653089985,0.9950175016458059,0.9869616332429167,0.9791661447082125,0.9931475653089985,0.9702494603839927,0.985959233844986,0.9946824479834766,0.9963051731919268,0.9761959481259391,0.998825084674012,0.9868897249225441,0.9970993599322601,0.9723304448946845,0.9902651296145426,0.9847954691976293,0.9945354136439757,0.993534632180056,0.9931475653089985,0.9740661725577224,0.9963961880292583,0.9963961880292583,0.9963051731919268,0.9799147209084197,0.9869616332429167,0.998825084674012,0.9799147209084197,0.9941354575463683,0.9946824479834766,0.9791661447082125,0.993534632180056,0.9946824479834766,0.9954758454913862,0.9980336208208969,0.9847954691976293,0.9847954691976293,0.9774185823316777,0.9723304448946845,0.9702494603839927,0.9902651296145426,0.9926133687150496,1
6,0.9840367711435689,0.9936115280943691,0.9848983681797733,0.9921109127944294,0.9994481854503087,0.985128347073373,1.0,0.9888943002432362,0.9999899923905639,0.9959584125267051,0.9957533771748771,0.995493912681346,0.995493912681346,0.9997111120791912,0.9997111120791912,0.9998094911726201,0.9913101570810327,0.9984344929752056,0.9971590511987508,0.9935454569119189,0.9998876933760659,0.9983189053718375,0.9935454569119189,0.9962303986910603,0.9783645548772538,0.9921109127944294,0.9995889523293612,0.998417603753154,0.9957707781888575,0.9957707781888575,0.993996869697816,0.9990162734185599,0.9973397075957697,0.9763553189501054,0.999873181923891,0.9859550745731757,0.9971313560499571,0.9936115280943691,0.9991082372444906,0.9936449732099187,0.9985508793969449,0.99857705882805,0.9976794062823683,0.9991055823300312,0.9868195683569868,0.9899878595170581,0.999161980285712,0.9997155985369759,0.998909207597714,0.9971501455324974,0.9982379907551312,0.9999693956166726,0.9993478315452311,0.9993478315452311,0.9834648793149771,0.9956778851301255,0.9981206025887462,0.9990475669755714,0.9994545566460085,0.9998964278648159,0.998208346723244,0.998208346723244,0.9970486547393794,0.9999177918562433,0.9994545566460085,0.998208346723244,0.9972513899530522,0.9999274175780009,0.9972227516001642,0.995493912681346,0.9987884467498822,0.9834648793149771,0.9998728871195762,0.9938595561181794,0.9978520596733302,0.9993120442360003,0.9999693956166726,0.9975057412907665,0.998068237184555,0.998208346723244,0.9983489581433994,0.9956778851301255,0.9956778851301255,0.995493912681346,0.9994881480630123,0.9999177918562433,0.9834648793149771,0.9994881480630123,0.9974982050681119,0.9972227516001642,0.9994545566460085,0.998068237184555,0.9972227516001642,0.9963153011804401,0.9753703941375612,0.9999693956166726,0.9999693956166726,0.9990475669755714,0.9978520596733302,0.9972513899530522,0.9993120442360003,0.9974517284414993,1
7,0.9994980805661781,0.9990117556776893,0.9993722571739133,0.9991530259721494,0.9846175717680948,0.9987354190788844,0.9888943002432362,1.0,0.9882334343674803,0.9981285886201037,0.9980953839938684,0.9978734003022576,0.9978734003022576,0.9915418545834412,0.9915418545834412,0.9863069737333267,0.9996070796600359,0.9951526248754875,0.9971104921344506,0.999090519693281,0.9899494207643114,0.9788819677106702,0.999090519693281,0.9975964117459709,0.9972379456214082,0.9991530259721494,0.9856627691566204,0.9792639060628543,0.9978284180947685,0.9978284180947685,0.999033320086739,0.981565418011344,0.9757273669753376,0.997274448076863,0.9910861427684668,0.9994853077086489,0.9750440709597621,0.9990117556776893,0.9826070866509508,0.999251748481828,0.9803067068314424,0.9798548564303547,0.9964177079132729,0.9819612122476313,0.9990615771796878,0.9999036939429332,0.982237058828845,0.9853811495060307,0.9944767281291802,0.9971098827435143,0.9786930034696231,0.9884831914621311,0.983449403952991,0.983449403952991,0.9991922306195784,0.9981005839497831,0.9782198805429906,0.9818730357826565,0.9835497075369676,0.9877527024178866,0.9956827401048787,0.9956827401048787,0.9970956616426307,0.9905039272293004,0.9835497075369676,0.9956827401048787,0.9753953301450919,0.9896678922135664,0.9969183715942725,0.9978734003022576,0.9807665771200971,0.9991922306195784,0.9905140194819462,0.9989160187513708,0.9773271895935702,0.993421900246387,0.9884831914621311,0.996666743080854,0.9958850677564719,0.9956827401048787,0.9789037130378281,0.9981005839497831,0.9981005839497831,0.9978734003022576,0.9841211196204392,0.9905039272293004,0.9991922306195784,0.9841211196204392,0.9966524191599673,0.9969183715942725,0.9835497075369676,0.9958850677564719,0.9969183715942725,0.997707975128553,0.9970822737053652,0.9884831914621311,0.9884831914621311,0.9818730357826565,0.9773271895935702,0.9753953301450919,0.993421900246387,0.9953852259672099,1
8,0.9832510334329219,0.9931107123110964,0.9841320807699799,0.991547033778728,0.9995652152926395,0.9843835719987629,0.9999899923905639,0.9882334343674803,1.0,0.9955663587766793,0.9953492266449954,0.9950714806103172,0.9950714806103172,0.9996194798547943,0.9996194798547943,0.9998781018351413,0.9907157761722186,0.9982006356919929,0.9968238503992545,0.9930454746991066,0.9998487777874422,0.9985677373395785,0.9930454746991066,0.9958393766156766,0.9774317448134447,0.991547033778728,0.999678632964432,0.9986580330770171,0.9953818956665234,0.9953818956665234,0.9935090984590778,0.9992028992909008,0.9976553953386553,0.9753975709284045,0.9997919278762781,0.9852069005244922,0.9974600034792419,0.9931107123110964,0.9992755935328955,0.9931508746331191,0.9987718789535615,0.998804290401954,0.9973847064138448,0.9992827897106092,0.986087353646557,0.989366058113347,0.9993339286046581,0.9998065279348253,0.9987010724495785,0.9968148355141262,0.9984921580269572,0.9999752352088778,0.9994924210688715,0.9994924210688715,0.9826575449878774,0.9952666087896666,0.9983838876551351,0.9992297758118059,0.9995922984368375,0.9999262130934212,0.9979501310722693,0.9979501310722693,0.9967187198162784,0.9998597318109146,0.9995922984368375,0.9979501310722693,0.9975728857946253,0.9998964194418803,0.9968978967173524,0.9950714806103172,0.9989963674873023,0.9826575449878774,0.9998140011014768,0.9933632885874037,0.998134447999627,0.9991481699084309,0.9999752352088778,0.9971841091310708,0.9977957407789628,0.9979501310722693,0.998595943782636,0.9952666087896666,0.9952666087896666,0.9950714806103172,0.9996155473268792,0.9998597318109146,0.9826575449878774,0.9996155473268792,0.9971813070375978,0.9968978967173524,0.9995922984368375,0.9977957407789628,0.9968978967173524,0.9959306279457959,0.974398691522625,0.9999752352088778,0.9999752352088778,0.9992297758118059,0.998134447999627,0.9975728857946253,0.9991481699084309,0.9971468607738482,1
9,0.9959813172066903,0.9994661509010694,0.9961922391989765,0.9986307655261849,0.9933836521253463,0.9960053879325098,0.9959584125267051,0.9981285886201037,0.9955663587766793,1.0,0.9998515180830219,0.9994854117596621,0.9994854117596621,0.9975249864326002,0.9975249864326002,0.9944106479215115,0.9987540184123004,0.9992418695138114,0.9997994557981112,0.9995451987991505,0.9966760011437781,0.9894102745033454,0.9995451987991505,0.9994403013031178,0.991798380924253,0.9986307655261849,0.9940723282131214,0.9896612061915608,0.9997784497499046,0.9997784497499046,0.9995895496895141,0.9912380073458236,0.9871337494460662,0.9914644900551443,0.9971922185065819,0.9966052879090761,0.9866370201339812,0.9994661509010692,0.9920591930355381,0.9997320959398729,0.9904546467412793,0.9900749863302247,0.999631624736194,0.9915071269860032,0.9963750945583646,0.9986377385688128,0.9917382856093899,0.9937651737650403,0.9988170900012989,0.9997440907073215,0.9892818522107312,0.9957580925799311,0.992592553498998,0.992592553498998,0.9953751720955394,0.999770080444006,0.9889238531009796,0.9914976103366149,0.9925947567614442,0.9953285210950028,0.9994142222407315,0.9994142222407315,0.999846966072849,0.9968996199738284,0.9925947567614442,0.9994142222407315,0.9868930690621485,0.9964088048469252,0.9997488134203908,0.9994854117596621,0.9907359186383392,0.9953751720955394,0.9969330098468056,0.999425622502278,0.9882873393619153,0.9983631449684542,0.9957580925799311,0.999602965842454,0.9994320271463857,0.9994142222407315,0.9894083838592643,0.999770080444006,0.999770080444006,0.9994854117596621,0.9930099589437424,0.9968996199738284,0.9953751720955394,0.9930099589437424,0.9995132059645521,0.9997488134203908,0.9925947567614442,0.9994320271463857,0.9997488134203908,0.9996445958263139,0.9910608604276697,0.9957580925799311,0.9957580925799311,0.9914976103366149,0.9882873393619153,0.9868930690621485,0.9983631449684542,0.9985471836165274,1
