,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79,FM_80,FM_81,FM_82,FM_83,FM_84,FM_85,FM_86,FM_87,FM_88,FM_89,FM_90,FM_91,FM_92,FM_93,FM_94,FM_95,FM_96,FM_97,FM_98,FM_99,FM_100,FM_101,FM_102,FM_103,FM_104,Labels
0,1.0,0.9996696753703544,0.9837106793444722,1.0,0.9978794682542936,1.0,1.0,0.9906576149673486,0.9946779266286222,0.9986405188341195,0.9912701808821783,0.9996696753703544,1.0,0.9964364018826666,0.9929188118833813,0.9929188118833813,0.9964364018826666,0.9925845666516899,0.9994096464860897,0.9994096464860897,0.9763994669601913,0.9951115886696902,0.9922559129546635,0.9992936938577597,0.9979468407041221,0.9994096464860897,0.9994096464860897,0.9979468407041222,0.9814781246526424,0.9980843408087249,0.9992936938577597,0.9980843408087249,0.9980843408087249,0.9891372203059933,0.9929188118833813,0.9972132359217826,0.9996696753703544,0.9979468407041222,0.9994096464860897,0.9964364018826666,0.9895937583562904,0.9895937583562904,0.9964364018826666,0.9894723450885727,0.9964364018826666,0.9964364018826666,0.975216242092076,0.9932655905005088,0.9891372203059933,0.9961938660597619,0.9943098814157377,0.9964364018826666,0.9779078933918927,0.9952691724247382,0.9952691724247382,0.9996696753703544,0.9760985088212524,0.9825998936083035,0.9792499916456583,0.9993524396876845,0.9825998936083035,0.9978794682542936,0.9978794682542936,0.9996696753703544,0.9851711346912294,0.9993524396876845,0.9978794682542936,0.9810972958255824,0.9767390819736498,0.9815725697176053,0.9642511142220597,0.9996696753703544,0.9996696753703544,0.9825336254579157,0.9818487571983066,0.9912701808821783,0.9821556534380591,0.9779078933918927,0.978677636915741,0.9795268658808687,0.9978794682542936,0.996193866059762,0.9760985088212524,0.9760985088212524,0.9806113574038765,0.963956619841476,0.9851711346912294,0.9996696753703544,0.963956619841476,0.996193866059762,0.9992936938577595,0.9993524396876845,0.9795268658808687,0.9745683331519034,0.9979468407041222,0.9805288789373051,0.9779078933918927,0.9779078933918927,0.9792499916456583,0.9912701808821783,0.9810972958255824,0.9821556534380591,0.9975442776622838,0.996193866059762,-1
1,0.9996696753703544,1.0,0.9821822524358113,0.9996696753703544,0.9987026768500237,0.9996696753703544,0.9996696753703544,0.9891919081701949,0.9935392243005482,0.9978194105606892,0.9927616295906181,1.0,0.9996696753703544,0.9954440413570346,0.9916567576311093,0.9916567576311093,0.9954440413570346,0.9914597883334098,0.9988093774688918,0.9988093774688918,0.9743707139584146,0.9941825230418563,0.9908812628414853,0.9992481799437751,0.9976064963174067,0.9988093774688918,0.9988093774688919,0.9976064963174067,0.9798368608142823,0.9972681891332634,0.9992481799437751,0.9972681891332634,0.9972681891332634,0.9875922082876951,0.9916567576311093,0.9962149395330349,1.0,0.9976064963174067,0.9988093774688919,0.9954440413570346,0.9881354869512473,0.9881354869512473,0.9954440413570346,0.9881445655316821,0.9954440413570346,0.9954440413570346,0.9731467554074932,0.9921864621335307,0.987592208287695,0.9956166664853231,0.9935385570211406,0.9954440413570346,0.9761664606494799,0.9942697618613846,0.9942697618613846,1.0,0.974271976725281,0.9808595403542464,0.977392009275699,0.999233135380341,0.9808595403542465,0.9987026768500237,0.9987026768500237,1.0,0.9837973725654725,0.999233135380341,0.9987026768500237,0.979316229814964,0.9748880239319702,0.9797881529359236,0.9618701855874396,1.0,1.0,0.9810125494360554,0.9802685390329874,0.9927616295906181,0.9802159857291063,0.9761664606494799,0.9769136938680867,0.9778309690534056,0.9987026768500237,0.9956166664853232,0.974271976725281,0.974271976725281,0.9789569563297021,0.9615667396588964,0.9837973725654725,1.0,0.9615667396588964,0.9956166664853232,0.9992481799437751,0.999233135380341,0.9778309690534056,0.9724921334006571,0.9976064963174066,0.9785335734507626,0.9761664606494799,0.9761664606494799,0.977392009275699,0.9927616295906181,0.979316229814964,0.9802159857291063,0.99780018449117,0.9956166664853232,-1
2,0.9837106793444723,0.9821822524358113,1.0,0.9837106793444723,0.9713461255008432,0.9837106793444723,0.9837106793444723,0.9988423732357659,0.9969600627656158,0.9910879131907723,0.9525203392977103,0.9821822524358113,0.9837106793444723,0.9953375777078434,0.9980573664305564,0.9980573664305564,0.9953375777078434,0.9981473289871288,0.9892936786482464,0.9892936786482464,0.9992022944887796,0.9965453453854209,0.9982047187066928,0.9887239256073748,0.9928157065512068,0.9892936786482464,0.9892936786482461,0.9928157065512068,0.9999261345075662,0.9929257173504247,0.9887239256073748,0.9929257173504247,0.9929257173504247,0.99927287865807,0.9980573664305564,0.9939655524916423,0.9821822524358113,0.9928157065512068,0.9892936786482461,0.9953375777078434,0.9992885985203735,0.9992885985203735,0.9953375777078434,0.9992887434912591,0.9953375777078435,0.9953375777078435,0.998990484074335,0.9978386607051427,0.9992728786580701,0.9954395754001091,0.9971479259017683,0.9953375777078435,0.9995033067486917,0.9959514180910776,0.9959514180910776,0.9821822524358111,0.9992147129222222,0.9998006741396799,0.9996089162222804,0.9806475946971664,0.9998006741396799,0.9713461255008432,0.9713461255008432,0.9821822524358111,0.9999294531705227,0.9806475946971664,0.9713461255008432,0.9997768705559797,0.9993330521346176,0.9997615434318357,0.9960759036146987,0.9821822524358111,0.9821822524358111,0.9999501362696397,0.9998823199056148,0.9525203392977103,0.9995929644695271,0.9995033067486917,0.9996152436794141,0.9996966861013794,0.9713461255008432,0.9954395754001093,0.9992147129222222,0.9992147129222222,0.9998121352561775,0.9959784215601901,0.9999294531705227,0.9821822524358111,0.9959784215601901,0.9954395754001093,0.9887239256073748,0.9806475946971664,0.9996966861013794,0.9987687733474412,0.9928157065512068,0.9995264338146304,0.9995033067486917,0.9995033067486917,0.9996089162222804,0.9525203392977103,0.9997768705559797,0.9995929644695271,0.9706499515625594,0.9954395754001093,-1
3,1.0,0.9996696753703544,0.9837106793444722,1.0,0.9978794682542936,1.0,1.0,0.9906576149673486,0.9946779266286222,0.9986405188341195,0.9912701808821783,0.9996696753703544,1.0,0.9964364018826666,0.9929188118833813,0.9929188118833813,0.9964364018826666,0.9925845666516899,0.9994096464860897,0.9994096464860897,0.9763994669601913,0.9951115886696902,0.9922559129546635,0.9992936938577597,0.9979468407041221,0.9994096464860897,0.9994096464860897,0.9979468407041222,0.9814781246526424,0.9980843408087249,0.9992936938577597,0.9980843408087249,0.9980843408087249,0.9891372203059933,0.9929188118833813,0.9972132359217826,0.9996696753703544,0.9979468407041222,0.9994096464860897,0.9964364018826666,0.9895937583562904,0.9895937583562904,0.9964364018826666,0.9894723450885727,0.9964364018826666,0.9964364018826666,0.975216242092076,0.9932655905005088,0.9891372203059933,0.9961938660597619,0.9943098814157377,0.9964364018826666,0.9779078933918927,0.9952691724247382,0.9952691724247382,0.9996696753703544,0.9760985088212524,0.9825998936083035,0.9792499916456583,0.9993524396876845,0.9825998936083035,0.9978794682542936,0.9978794682542936,0.9996696753703544,0.9851711346912294,0.9993524396876845,0.9978794682542936,0.9810972958255824,0.9767390819736498,0.9815725697176053,0.9642511142220597,0.9996696753703544,0.9996696753703544,0.9825336254579157,0.9818487571983066,0.9912701808821783,0.9821556534380591,0.9779078933918927,0.978677636915741,0.9795268658808687,0.9978794682542936,0.996193866059762,0.9760985088212524,0.9760985088212524,0.9806113574038765,0.963956619841476,0.9851711346912294,0.9996696753703544,0.963956619841476,0.996193866059762,0.9992936938577595,0.9993524396876845,0.9795268658808687,0.9745683331519034,0.9979468407041222,0.9805288789373051,0.9779078933918927,0.9779078933918927,0.9792499916456583,0.9912701808821783,0.9810972958255824,0.9821556534380591,0.9975442776622838,0.996193866059762,-1
4,0.9978794682542936,0.9987026768500239,0.9713461255008432,0.9978794682542936,1.0,0.9978794682542936,0.9978794682542936,0.9805105087617565,0.9865282054791519,0.9935267167430709,0.9975893981510521,0.9987026768500239,0.9978794682542936,0.9893784259700793,0.9838487607380701,0.9838487607380701,0.9893784259700793,0.9835806341780601,0.9952761728652492,0.9952761728652492,0.9616656052087083,0.987462732983448,0.9828204221540742,0.9959776442314622,0.9927912444521242,0.9952761728652492,0.9952761728652492,0.9927912444521242,0.9683976292046357,0.9923407647957068,0.9959776442314622,0.9923407647957068,0.9923407647957068,0.978370172198663,0.9838487607380701,0.9907168591609448,0.9987026768500239,0.9927912444521242,0.9952761728652492,0.9893784259700793,0.9790595485970234,0.9790595485970234,0.9893784259700793,0.9790757858850967,0.9893784259700793,0.9893784259700793,0.960174640544617,0.9845857095710124,0.978370172198663,0.9895624859447069,0.9864703161856526,0.9893784259700793,0.9638531322221787,0.9877004282939594,0.9877004282939594,0.9987026768500235,0.9615349555498358,0.9697004232716581,0.9653692474999234,0.9981197360928312,0.9697004232716582,1.0,1.0,0.9987026768500235,0.9733959533068519,0.9981197360928312,1.0,0.9677572339026513,0.9622925379706857,0.9683561858896128,0.946696282078338,0.9987026768500235,0.9987026768500235,0.9698670814845233,0.9689365770248437,0.9975893981510521,0.9689453074770639,0.9638531322221787,0.9647794736858195,0.9659038000945313,1.0,0.9895624859447072,0.9615349555498358,0.9615349555498358,0.9673133614576667,0.9463389266261825,0.9733959533068519,0.9987026768500235,0.9463389266261825,0.9895624859447072,0.9959776442314622,0.9981197360928312,0.9659038000945313,0.9593935955142969,0.9927912444521243,0.9668356298792437,0.9638531322221787,0.9638531322221787,0.9653692474999234,0.9975893981510521,0.9677572339026513,0.9689453074770639,0.9990141121372258,0.9895624859447072,-1
5,1.0,0.9996696753703544,0.9837106793444722,1.0,0.9978794682542936,1.0,1.0,0.9906576149673486,0.9946779266286222,0.9986405188341195,0.9912701808821783,0.9996696753703544,1.0,0.9964364018826666,0.9929188118833813,0.9929188118833813,0.9964364018826666,0.9925845666516899,0.9994096464860897,0.9994096464860897,0.9763994669601913,0.9951115886696902,0.9922559129546635,0.9992936938577597,0.9979468407041221,0.9994096464860897,0.9994096464860897,0.9979468407041222,0.9814781246526424,0.9980843408087249,0.9992936938577597,0.9980843408087249,0.9980843408087249,0.9891372203059933,0.9929188118833813,0.9972132359217826,0.9996696753703544,0.9979468407041222,0.9994096464860897,0.9964364018826666,0.9895937583562904,0.9895937583562904,0.9964364018826666,0.9894723450885727,0.9964364018826666,0.9964364018826666,0.975216242092076,0.9932655905005088,0.9891372203059933,0.9961938660597619,0.9943098814157377,0.9964364018826666,0.9779078933918927,0.9952691724247382,0.9952691724247382,0.9996696753703544,0.9760985088212524,0.9825998936083035,0.9792499916456583,0.9993524396876845,0.9825998936083035,0.9978794682542936,0.9978794682542936,0.9996696753703544,0.9851711346912294,0.9993524396876845,0.9978794682542936,0.9810972958255824,0.9767390819736498,0.9815725697176053,0.9642511142220597,0.9996696753703544,0.9996696753703544,0.9825336254579157,0.9818487571983066,0.9912701808821783,0.9821556534380591,0.9779078933918927,0.978677636915741,0.9795268658808687,0.9978794682542936,0.996193866059762,0.9760985088212524,0.9760985088212524,0.9806113574038765,0.963956619841476,0.9851711346912294,0.9996696753703544,0.963956619841476,0.996193866059762,0.9992936938577595,0.9993524396876845,0.9795268658808687,0.9745683331519034,0.9979468407041222,0.9805288789373051,0.9779078933918927,0.9779078933918927,0.9792499916456583,0.9912701808821783,0.9810972958255824,0.9821556534380591,0.9975442776622838,0.996193866059762,-1
6,1.0,0.9996696753703544,0.9837106793444722,1.0,0.9978794682542936,1.0,1.0,0.9906576149673486,0.9946779266286222,0.9986405188341195,0.9912701808821783,0.9996696753703544,1.0,0.9964364018826666,0.9929188118833813,0.9929188118833813,0.9964364018826666,0.9925845666516899,0.9994096464860897,0.9994096464860897,0.9763994669601913,0.9951115886696902,0.9922559129546635,0.9992936938577597,0.9979468407041221,0.9994096464860897,0.9994096464860897,0.9979468407041222,0.9814781246526424,0.9980843408087249,0.9992936938577597,0.9980843408087249,0.9980843408087249,0.9891372203059933,0.9929188118833813,0.9972132359217826,0.9996696753703544,0.9979468407041222,0.9994096464860897,0.9964364018826666,0.9895937583562904,0.9895937583562904,0.9964364018826666,0.9894723450885727,0.9964364018826666,0.9964364018826666,0.975216242092076,0.9932655905005088,0.9891372203059933,0.9961938660597619,0.9943098814157377,0.9964364018826666,0.9779078933918927,0.9952691724247382,0.9952691724247382,0.9996696753703544,0.9760985088212524,0.9825998936083035,0.9792499916456583,0.9993524396876845,0.9825998936083035,0.9978794682542936,0.9978794682542936,0.9996696753703544,0.9851711346912294,0.9993524396876845,0.9978794682542936,0.9810972958255824,0.9767390819736498,0.9815725697176053,0.9642511142220597,0.9996696753703544,0.9996696753703544,0.9825336254579157,0.9818487571983066,0.9912701808821783,0.9821556534380591,0.9779078933918927,0.978677636915741,0.9795268658808687,0.9978794682542936,0.996193866059762,0.9760985088212524,0.9760985088212524,0.9806113574038765,0.963956619841476,0.9851711346912294,0.9996696753703544,0.963956619841476,0.996193866059762,0.9992936938577595,0.9993524396876845,0.9795268658808687,0.9745683331519034,0.9979468407041222,0.9805288789373051,0.9779078933918927,0.9779078933918927,0.9792499916456583,0.9912701808821783,0.9810972958255824,0.9821556534380591,0.9975442776622838,0.996193866059762,-1
7,0.9906576149673486,0.9891919081701949,0.9988423732357659,0.9906576149673486,0.9805105087617564,0.9906576149673486,0.9906576149673486,1.0,0.9993838405082515,0.996179374359447,0.9645827938271376,0.9891919081701949,0.9906576149673486,0.9985871665020313,0.9997826356424819,0.9997826356424819,0.9985871665020313,0.9998064444798579,0.9947405964507722,0.9947405964507722,0.9966758946506115,0.9991063348076679,0.9999227561308289,0.9940808564895812,0.9968702907424836,0.9947405964507722,0.9947405964507723,0.9968702907424838,0.9982523266230834,0.9971655380770837,0.9940808564895812,0.9971655380770837,0.9971655380770837,0.999941133929489,0.9997826356424822,0.9979833575650289,0.9891919081701949,0.9968702907424838,0.9947405964507723,0.9985871665020313,0.9998981197801935,0.9998981197801935,0.9985871665020313,0.9999013811570386,0.9985871665020313,0.9985871665020313,0.9962195302552161,0.9996380535877755,0.9999411339294894,0.9984441744891239,0.9992894776041645,0.9985871665020313,0.997081419744394,0.9990275469702654,0.9990275469702654,0.9891919081701949,0.9964280465169487,0.9987163450853425,0.9976739395512725,0.9885714923504854,0.9987163450853425,0.9805105087617564,0.9805105087617564,0.9891919081701949,0.9991147374354336,0.9885714923504854,0.9805105087617564,0.9982618760147404,0.9966613418379453,0.9984274433578236,0.991265953022355,0.9891919081701949,0.9891919081701949,0.9985026452679456,0.9983932265420572,0.9645827938271376,0.9985897529132749,0.997081419744394,0.9973396658747614,0.9976875500489644,0.9805105087617564,0.9984441744891241,0.9964280465169487,0.9964280465169487,0.9979119627110068,0.9911189558091924,0.9991147374354336,0.9891919081701949,0.9911189558091924,0.9984441744891241,0.9940808564895812,0.9885714923504854,0.9976875500489644,0.9959885201903252,0.9968702907424836,0.9981184129442427,0.997081419744394,0.997081419744394,0.9976739395512725,0.9645827938271376,0.9982618760147404,0.9985897529132749,0.9806101166864867,0.9984441744891241,-1
8,0.9946779266286222,0.9935392243005482,0.9969600627656158,0.9946779266286222,0.9865282054791518,0.9946779266286222,0.9946779266286222,0.9993838405082515,1.0,0.9983764184217157,0.9728516643070119,0.9935392243005482,0.9946779266286222,0.9998238774088473,0.9998742354709528,0.9998742354709528,0.9998238774088473,0.9997353861847563,0.9976305562831097,0.9976305562831097,0.9934393848060599,0.9998919243059019,0.9997066895401906,0.9971488431974781,0.9989313016592611,0.9976305562831097,0.9976305562831098,0.998931301659261,0.9959652785225739,0.999146914663031,0.9971488431974781,0.999146914663031,0.999146914663031,0.9989757805925691,0.9998742354709528,0.9994114998074549,0.9935392243005482,0.998931301659261,0.9976305562831098,0.9998238774088473,0.9991524526780148,0.9991524526780148,0.9998238774088473,0.9990594580131748,0.999823877408847,0.999823877408847,0.9928088700208226,0.9998460794661256,0.998975780592569,0.999694056827947,0.9998731223233914,0.999823877408847,0.9942124770444041,0.9997124224935283,0.9997124224935283,0.993539224300548,0.993272918062695,0.9964623830080206,0.9949005539032103,0.9926968214822468,0.9964623830080207,0.9865282054791518,0.9865282054791518,0.993539224300548,0.997553411348431,0.9926968214822468,0.9865282054791518,0.9957917026458245,0.9936054679381869,0.9959974522044055,0.9864202167456114,0.993539224300548,0.993539224300548,0.9964392692660571,0.9961292530525079,0.9728516643070119,0.9961896461128463,0.9942124770444041,0.9945955512934712,0.9950285857233723,0.9865282054791518,0.999694056827947,0.993272918062695,0.993272918062695,0.9955270385373169,0.9862375782136196,0.997553411348431,0.993539224300548,0.9862375782136196,0.999694056827947,0.9971488431974781,0.9926968214822468,0.9950285857233723,0.9924275122305014,0.998931301659261,0.9954480276877807,0.9942124770444041,0.9942124770444041,0.9949005539032103,0.9728516643070119,0.9957917026458245,0.9961896461128463,0.9861858992508825,0.999694056827947,-1
9,0.9986405188341196,0.9978194105606893,0.9910879131907723,0.9986405188341196,0.993526716743071,0.9986405188341196,0.9986405188341196,0.9961793743594469,0.9983764184217157,1.0,0.9835253420964939,0.9978194105606893,0.9986405188341196,0.9992165233566439,0.9973923473009835,0.9973923473009835,0.9992165233566439,0.9973008386039568,0.9997351341567391,0.9997351341567391,0.9857665384971702,0.9985591810344208,0.9971878651699205,0.9993519500454974,0.9995024380894036,0.9997351341567391,0.9997351341567393,0.9995024380894034,0.9894493729730036,0.9997602657318247,0.9993519500454974,0.9997602657318247,0.9997602657318247,0.9951731700626784,0.9973923473009836,0.9997138519675216,0.9978194105606893,0.9995024380894034,0.9997351341567393,0.9992165233566439,0.9953019646027899,0.9953019646027899,0.9992165233566439,0.9953249503878272,0.9992165233566439,0.9992165233566439,0.984837773208803,0.9975669574070773,0.9951731700626785,0.9989524844425686,0.998054564582322,0.9992165233566439,0.9867313026485515,0.9988708560147074,0.9988708560147074,0.9978194105606891,0.9853408849196473,0.9905293638590618,0.9879386182140018,0.997837710849698,0.9905293638590618,0.993526716743071,0.993526716743071,0.9978194105606891,0.9920753020353943,0.997837710849698,0.993526716743071,0.9893418609413634,0.9858362425429332,0.9897600163700013,0.9759637235029343,0.9978194105606891,0.9978194105606891,0.9901752992039771,0.9897878989129837,0.9835253420964939,0.9903025625200816,0.9867313026485515,0.9873182438875524,0.9880449874496483,0.993526716743071,0.9989524844425688,0.9853408849196473,0.9853408849196473,0.9887241357591199,0.9757210673792495,0.9920753020353943,0.9978194105606891,0.9757210673792495,0.9989524844425688,0.9993519500454973,0.997837710849698,0.9880449874496483,0.9844122526205331,0.9995024380894036,0.9890715602031063,0.9867313026485515,0.9867313026485515,0.9879386182140018,0.9835253420964939,0.9893418609413634,0.9903025625200816,0.993856133126227,0.9989524844425688,-1
